EC	A007	A008	A011	A016	A020	A024	A025	A033	A035	A036	A040	A042	A045	A052	A056	A060	A063	A002	A004	A006	A012	A014	A015	A018	A022	A026	A028	A030	A031	A032	A041	A044	A047	A050	A051	A057	A061	A062
Uroporphyrinogen-III synthase (4.2.1.75)	0.000130782	7.21022e-05	0.000217879	7.44273e-05	0.000171638	0	0.000154046	0	0	0.000137144	0.000358073	0	2.78025e-05	2.1332e-05	8.67369e-05	0.000138006	0	0	0	2.71929e-05	0	0	1.35715e-05	0	0	3.43999e-05	0	0.000252326	0	0	0	7.48254e-05	0	0	0.000101566	0	0.000228179	0
2-methylcitrate dehydratase (4.2.1.79)	0.000146832	4.9619e-05	0.000150355	1.99573e-05	0.000134386	0	0	0	0	2.75652e-05	0.00028368	0	0	0	4.35354e-05	5.52568e-05	0	0	0	0	0	0	0	0	0	0	0	0.000156918	1.5947e-05	0	0	4.67265e-05	0	0	0	0	0.000283913	0
Mannonate dehydratase (4.2.1.8)	0.0022943	0.000612676	0.00263028	0.00207628	0.00255914	0.00284102	0.00192306	0.00200155	0.0017792	0.00177631	0.000884527	0.002479	0.00210952	0.00228212	0.00222239	0.00227469	0.00212661	0.0020198	0.00209297	0.000716709	0.00255816	0.00254234	0.00172582	0.0024355	0.00238027	0.00202972	0.00254187	0.00126267	0.00194941	0.00195502	0.002852	0.00227064	0.00282067	0.00233213	0.0015692	0.00212848	0.0007433	0.00192224
2-oxopent-4-enoate hydratase (4.2.1.80)	0.000154789	3.07777e-05	0.000174354	1.52371e-05	0.000267024	0	1.158e-05	0	0	6.16869e-05	0.000220874	0	1.32122e-05	0	8.45907e-05	0	0	0	0	0	0	0	0	0	0	4.3379e-05	0	0.000223703	3.12144e-05	0	0	0	0	0	0	0	0.000595071	0
Dimethylmaleate hydratase (4.2.1.85)	5.21767e-05	0.0004284	5.44548e-05	0.000121359	3.31988e-05	1.09555e-05	0.00022157	4.34191e-05	0.000115179	0.00010749	0.000236881	4.91264e-05	2.0258e-05	1.33048e-05	7.05392e-05	1.97677e-05	0.00016107	2.63901e-05	3.25391e-05	1.86582e-05	1.36506e-05	7.4408e-05	1.7318e-05	0.000144017	0	0.000304121	0	3.99921e-05	0.000212693	7.12407e-05	0	3.92187e-05	7.36762e-05	0	0.000243885	0.000105141	0.000222699	0.000300101
Dihydroxy-acid dehydratase (4.2.1.9)	0.0016426	0.00191904	0.00153977	0.00170205	0.00180437	0.00168837	0.00196485	0.00199591	0.00199647	0.00260442	0.00210472	0.00159771	0.00278277	0.00228692	0.00187203	0.00157886	0.00243866	0.00314185	0.00282485	0.00198316	0.00150696	0.00169296	0.00302775	0.0016219	0.00166008	0.00180435	0.0022284	0.00195118	0.00169661	0.00265638	0.0014791	0.00189034	0.00155776	0.0014929	0.00180289	0.00187435	0.00193169	0.00185856
L-rhamnonate dehydratase (4.2.1.90)	0	3.40452e-05	0	5.76736e-05	0.000177279	0	0	0	1.93684e-05	6.98508e-05	0.000460796	0	3.58989e-05	0	0	0.000111498	0	0	0	0	0	0	0	0	0	0	0	0.000307079	0	0	0	8.29943e-05	0	0	0	0	0.000492933	0
Xanthan lyase (4.2.2.12)	0.000124208	3.44729e-05	7.45887e-05	0.000251961	0	9.46423e-05	4.00248e-05	0.000164056	0.000119581	0	0	0.000375565	0	2.27419e-05	0	0.000148447	0	0	0	1.86676e-05	1.57807e-05	0.000203952	0	0.000172466	0	0	3.45449e-05	3.35706e-05	5.3875e-05	3.02875e-05	0.000159483	0.000133084	6.87174e-05	0.000263434	0	5.86345e-05	0	0
Inulin fructotransferase (DFA-I-forming) (4.2.2.17)	4.36674e-05	0.000104899	0	8.99072e-06	0.000161651	0.000129965	7.6671e-05	0	1.15813e-05	0	8.51978e-06	0.000126835	1.55414e-05	3.91036e-05	0.000508637	0.000114645	2.33455e-05	2.18346e-05	1.4326e-05	0	7.67151e-05	0	1.04387e-05	2.7149e-05	2.25884e-05	3.78014e-05	8.50861e-05	0.000387302	9.61389e-05	3.33762e-05	0.000156585	6.87012e-05	6.34533e-05	0	0	0	4.19452e-05	0
Pectate lyase (4.2.2.2)	0.000287102	1.11788e-05	2.81069e-05	0.000841317	0.000566935	0.00082843	0.00013222	0.000321077	0.000245999	0	0	0.00104712	5.5621e-05	9.61818e-05	0.000884338	0.000291997	3.61824e-05	6.41032e-05	0	2.32986e-05	0.000205231	0.000312606	1.72e-05	0.000800229	0.000129027	0.000111697	0.000475998	0	8.14201e-05	3.63365e-05	0.000719601	0.000113294	0.000267942	0.000162353	3.4687e-05	3.49996e-05	2.63363e-05	0
Chondroitin-sulfate-ABC exolyase (4.2.2.21)	2.49406e-05	3.033e-05	0	0.000217456	0	0.00017264	0	4.99249e-05	0	5.96908e-05	0	0.000172964	0	1.94712e-05	0	0	0	0	0	0	1.43818e-05	4.64843e-05	0	0.000122666	0	0	3.44667e-05	0	7.39928e-05	2.30069e-05	0.000105161	3.73293e-05	6.4889e-05	7.92679e-05	0	6.01014e-05	0	0
Pectate trisaccharide-lyase (4.2.2.22)	0.000162807	1.24264e-05	8.67427e-05	0	0	0	0.000156959	0	0.000200511	0	0	0.000224251	0	1.6345e-05	0	0	0	0	0	4.9062e-05	0	0.000166606	0	2.84359e-05	1.57302e-05	4.08055e-05	0	0	2.58713e-05	0	0	6.52693e-05	4.94373e-05	0	1.53972e-05	3.07989e-05	0	0
Rhamnogalacturonan endolyase (4.2.2.23)	3.67292e-05	1.35161e-05	0	0.000191689	0	0.000179985	6.55911e-05	8.97252e-05	0	5.51674e-05	0	0.000424276	0	2.01177e-05	0	0	0	0	1.31596e-05	0	0	4.46304e-05	0	0.000306648	4.9224e-05	5.91895e-05	0.000243593	1.29411e-05	0	0	0.000106419	1.67104e-05	0.000173291	0	0	0	0	3.96598e-05
Gellan lyase (4.2.2.25)	3.59529e-05	1.67335e-05	0	0.000269015	0	0.000145143	0	8.278e-05	0	0	0	0.000170127	1.68725e-05	2.73024e-05	0	0	0	0	0	0	0	4.41359e-05	0	0.000145433	0	0	2.73765e-05	0	6.32692e-05	0	9.4719e-05	3.27997e-05	5.81772e-05	8.7175e-05	0	3.09204e-05	0	0
Chondroitin AC lyase (4.2.2.5)	0.000477946	3.71877e-05	7.55409e-05	0.000213031	0	0.000559199	0.000241726	0.00018298	0.000162533	0	0	0.00059122	0	8.51465e-05	3.08364e-05	0.00031564	0.000105455	1.34226e-05	0	8.68627e-05	0	0.000248186	0	0.000163705	0	0.000261371	0.000344602	1.33827e-05	0	3.21195e-05	0.000170489	6.6705e-05	0.000561655	0.000313069	0	0.000373194	6.15383e-05	0
Heparin lyase (4.2.2.7)	0.000249043	3.12907e-05	6.21931e-05	0.000596406	0.000415324	0.000545299	7.35486e-05	0.00031543	0.000136782	0	0	0.00068009	1.12532e-05	5.53912e-05	0.000905213	0.000614447	0.000118702	1.99514e-05	0	5.05891e-05	0.000302394	0.000310123	0	0.000272454	0.000124653	9.1928e-05	0.00028117	1.92722e-05	0.000178986	6.91139e-05	0.000816721	0.000144987	0.000213858	0.000230543	4.53989e-05	0.000172103	0	0
Heparin-sulfate lyase (4.2.2.8)	0.000226757	2.76104e-05	0.000160041	0	3.74717e-05	5.52986e-05	0.000183159	0.000501116	0.000244028	0	0	0.000578909	0	4.10288e-05	0	0.000343385	8.8705e-05	0	0	8.4277e-05	0.000181666	0.000360369	1.38482e-05	0.0001807	0	8.406e-05	0.000228489	0	7.39792e-05	0	2.02291e-05	0.000107982	7.83478e-05	0.000123687	4.68036e-05	0.000157011	0	0
Pectate disaccharide-lyase (4.2.2.9)	0.000191429	0	0	4.47525e-05	0	0	0.000112246	0	0	0.000558499	0.000524293	0	0	0	0	0	5.14562e-05	4.27162e-05	4.5622e-05	3.67827e-05	0	1.30523e-05	0	8.21466e-05	0.000124014	0	0	0	0.000106245	0	0	0	2.92848e-05	0	5.05862e-05	0.00011811	1.84316e-05	3.54358e-05
Peptidoglycan lytic exotransglycosylase (4.2.2.n1)	0.000271351	4.80208e-05	0.000164532	0.000506775	0.000281815	0	7.07652e-06	0	0	0.00049351	0.000631613	0	1.96335e-05	0	4.26487e-05	0.000112658	0	0	0.000185603	0.000113118	0	0	0	0	0	4.69268e-05	0	0.000201122	0	0	0	0.000108994	0	0	0	0	0.000416487	0
Threonine synthase (4.2.3.1)	0.00128204	0.0010856	0.00145973	0.00123008	0.00136946	0.00142461	0.00116748	0.00138027	0.00114929	0.000828679	0.000852752	0.00144505	0.00028158	0.000510673	0.00119008	0.00135053	0.000727418	0.000216375	0.000266787	0.00047899	0.00152839	0.0014073	0.000150979	0.00130525	0.00121158	0.00122069	0.00100451	0.00104085	0.0013371	0.000460504	0.00151456	0.00114056	0.00147146	0.00128705	0.00102662	0.00115581	0.000954809	0.00134694
Methylglyoxal synthase (4.2.3.3)	0.00230976	0.00157138	0.00149345	0.00204383	0.00132622	0.00173023	0.00274402	0.00227389	0.00262638	0.00185178	0.000680926	0.00259473	0.000561166	0.000834369	0.00176901	0.00113824	0.00136717	0.000267706	0.000524176	0.000815177	0.00230559	0.00209661	0.000250968	0.0021045	0.00239556	0.0030412	0.00115384	0.00205708	0.00271939	0.00090898	0.0024746	0.00174471	0.00306425	0.00218411	0.00259374	0.00259903	0.00162953	0.00186536
3-dehydroquinate synthase (4.2.3.4)	0.00148053	0.00232053	0.00162788	0.00155889	0.00168612	0.00159848	0.00174598	0.00179302	0.00211086	0.00190893	0.00123872	0.00165804	0.00160523	0.00138549	0.00158935	0.00151485	0.00141884	0.00153682	0.00127411	0.0011409	0.00176438	0.00187273	0.00123037	0.00180358	0.00175347	0.00173057	0.00177961	0.00180461	0.00173225	0.00123935	0.0019945	0.00169377	0.00166736	0.00161474	0.00166187	0.00147582	0.0017373	0.00205419
Chorismate synthase (4.2.3.5)	0.00126229	0.00150966	0.00119481	0.00140201	0.00119762	0.00146633	0.00142717	0.00159294	0.00171217	0.00136798	0.00096503	0.00146124	0.00171039	0.00137348	0.00134296	0.00130879	0.00170974	0.00162753	0.00155008	0.00168748	0.00151225	0.00135812	0.0014174	0.00155717	0.00149856	0.00152044	0.00184825	0.00152544	0.00167039	0.00143437	0.00141085	0.00137367	0.0013984	0.00150801	0.00194977	0.00162558	0.00130684	0.00173879
DNA-(apurinic or apyrimidinic site) lyase (4.2.99.18)	0.00232247	0.00257355	0.00160945	0.00264738	0.00144614	0.00295941	0.0023612	0.0025231	0.00255027	0.00183165	0.00169264	0.00186014	0.000905208	0.00093247	0.00129702	0.00244324	0.00169102	0.000742374	0.000508963	0.00217018	0.00262151	0.00188055	0.000171923	0.00207037	0.00190678	0.00256415	0.00288018	0.00226256	0.00244435	0.000927099	0.00146576	0.00148268	0.00263766	0.00271825	0.00270166	0.00305716	0.00215809	0.00217586
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (4.2.99.20)	0.000114983	2.45438e-05	9.70352e-05	4.42124e-05	0.000134574	0	9.72901e-06	0	0	0.000259104	0.000259015	0	0	0	3.05414e-05	7.86541e-05	0	0	5.53843e-05	3.08781e-05	0	0	0	0	0	2.6818e-05	0	9.12148e-05	0	0	0	4.98963e-05	0	0	0	0	0.00023679	0
Aspartate ammonia-lyase (4.3.1.1)	0.000771996	0.000563454	0.00132256	0.000466833	0.000843309	0.000536363	0.000661799	0.00056414	0.000686239	0.000707152	0.000856417	0.00049729	0.00180242	0.000297659	0.000240658	0.000526013	0.000413815	3.01258e-05	0.00239185	0.00127897	0.000860314	0.00102595	0.000725841	0.000711752	0.00104364	0.000552874	0.000594929	0.000605368	0.000796321	0.000237676	0.000315552	0.000754332	0.000627023	0.000710873	0.000548896	0.000511944	0.000758511	0.000832447
Diaminopropionate ammonia-lyase (4.3.1.15)	0.000144644	0.0002833	0.000185157	5.50151e-05	0.000151564	8.43934e-06	5.26323e-05	1.98468e-05	7.46857e-05	0.000335384	0.000737736	1.92758e-05	6.83631e-05	0	0.000102281	0.000203142	0	0	1.75168e-05	0	1.39581e-05	1.38017e-05	1.44338e-05	3.87375e-05	0	0.000109315	0	0.000175484	0	0	9.00584e-06	0.000143703	0	0	2.1128e-05	0	0.000486473	5.70803e-05
L-serine ammonia-lyase (4.3.1.17)	0.00110316	0.00159657	0.000736764	0.00113031	0.00125073	0.000316655	0.000972547	0.000301931	0.00090855	0.00153946	0.00240365	0.000831404	0.0011536	0.00119027	0.00144563	0.00126294	0.00117404	0.00183919	0.00173745	0.000155647	0.000347623	0.000466526	0.00154084	0.000848656	0.000290961	0.000626843	0.000167239	0.00140093	0.000620425	0.00146132	0.000924646	0.00100334	0.000313652	0.000357594	0.000593345	0.000375204	0.00160991	0.000724471
D-serine ammonia-lyase (4.3.1.18)	0.000165792	0.000142444	0.000279749	0.000117013	0.000240189	0	0.000100569	4.6796e-05	2.29737e-05	0.000401792	0.0003666	0.000106101	8.3931e-06	0	9.63877e-05	0.000185993	0	1.16912e-05	0	0	1.18858e-05	0	1.34081e-05	1.9665e-05	1.1424e-05	5.18815e-05	0	0.000255482	2.39299e-05	0	8.72244e-06	8.53832e-05	0	0	3.50022e-05	0	0.00054765	5.71675e-05
Threonine ammonia-lyase (4.3.1.19)	0.000495435	0.000777705	0.000466075	0.000460824	0.000494474	0.000272726	0.000495618	8.03687e-05	0.000489175	0.000951223	0.00120656	0.00021457	0.000221102	3.85875e-05	0.000190562	0.000231562	7.02886e-05	0.000169813	0.000123173	0.000164297	0.000137766	0.000275314	6.67763e-05	0.000248813	0.00037913	0.000394215	9.58112e-05	0.000481795	0.000342247	7.34046e-05	1.93789e-05	0.000323283	2.69213e-05	0.00015555	0.000416036	0.000389831	0.00136299	0.000404788
Histidine ammonia-lyase (4.3.1.3)	0.000945903	0.000192738	0.00108164	0.000812902	0.00100402	0.00131657	0.000737691	0.001115	0.00117766	0.000101571	0.000106309	0.00112744	0.000272419	0.000487496	0.00129296	0.00114447	0.000721826	9.3611e-05	0.000232359	0.000539909	0.00134232	0.00116865	3.92306e-05	0.00112197	0.00126974	0.000798297	0.00179173	0.000548512	0.00108182	0.000331793	0.00108473	0.000815652	0.00124591	0.00138925	0.00065656	0.00110708	0.000164875	0.000761803
Formimidoyltetrahydrofolate cyclodeaminase (4.3.1.4)	0.000569454	2.10042e-05	8.00927e-05	0.000346807	0.000450468	0.00054373	0.000204012	0.000543621	0.000168906	0.000220228	0	0.000366109	1.35425e-05	5.81585e-05	0.00101675	0.000581459	0.000157128	2.89543e-05	3.2401e-05	6.09481e-05	0.000668178	0.000286326	1.67157e-05	5.37002e-05	0.000148599	0.000250769	0.000211682	6.468e-05	0.000197893	3.62841e-05	0.000694627	0.00011135	0.000569228	0.000334996	9.76519e-05	0.000570392	7.01802e-05	0
Ethanolamine ammonia-lyase (4.3.1.7)	0.000315812	8.21317e-05	0.000267322	9.53328e-05	0.000298817	0	2.33139e-05	0	7.08508e-05	0.000762673	0.000569072	0	3.08052e-05	0	0.000150603	0.000197903	0	0	0	0	4.00402e-05	0	0	8.06247e-05	3.04532e-05	7.66641e-05	0	0.000335124	0	0	0	0.000125875	0	0	8.94444e-05	8.24149e-05	0.000607205	0
Argininosuccinate lyase (4.3.2.1)	0.00165731	0.00190855	0.00179733	0.00167321	0.00178831	0.00184658	0.00185276	0.00215046	0.00199508	0.00143386	0.00134823	0.00164817	0.00211702	0.00202363	0.00157807	0.00169155	0.00197004	0.00218951	0.00206915	0.00181458	0.00177882	0.00169186	0.0026332	0.00195913	0.0018659	0.00175215	0.00200785	0.00150216	0.00165326	0.0016854	0.00167295	0.00184091	0.00173087	0.00187867	0.00198257	0.0016093	0.00147074	0.00178633
Imidazole glycerol-phosphate synthase (4.3.2.10)	0.0022206	0.00319924	0.00208018	0.00274618	0.00205138	0.00289239	0.00297698	0.00337195	0.0034835	0.00234999	0.00124188	0.00244792	0.00198612	0.00155488	0.00282254	0.00217154	0.00215973	0.00161618	0.00104136	0.00171819	0.00259553	0.00283674	0.00127675	0.00276943	0.00292161	0.00282458	0.00360491	0.00278368	0.0028353	0.00166159	0.00245491	0.00205337	0.00262422	0.00259543	0.00288656	0.00289818	0.00251742	0.00313959
Adenylosuccinate lyase (4.3.2.2)	0.00142329	0.0018805	0.00155117	0.00147192	0.00154188	0.00185119	0.00194618	0.00214492	0.00208908	0.00192617	0.00164293	0.00169608	0.00216801	0.00171452	0.00167125	0.00156503	0.00188553	0.0019321	0.00204149	0.00340836	0.00174726	0.00185121	0.00192204	0.00189033	0.00200301	0.00193375	0.00197793	0.00184496	0.00193276	0.0017788	0.00163004	0.00172423	0.0018122	0.00188569	0.00244856	0.00197993	0.00164792	0.001884
Ureidoglycolate lyase (4.3.2.3)	0.000186817	5.4083e-05	0.000144776	0.000137861	0.000114497	1.15338e-05	7.90546e-05	0.000160919	0.000171191	9.89337e-06	0.000358106	0.000313982	1.14035e-05	2.51356e-05	4.44969e-05	0.000309892	8.00878e-05	1.59726e-05	0	2.159e-05	0.000189998	0.000169281	0	5.17187e-05	1.76104e-05	5.62774e-05	3.13309e-05	0.000114842	6.16831e-05	0	0.000141039	0.000188751	5.93508e-05	0.000240671	3.04492e-05	0.000228575	0.000235191	0
Glutathione-specific gamma-glutamylcyclotransferase (4.3.2.7)	0.000161827	1.83251e-05	0.000119463	6.34579e-05	3.5024e-05	0	3.26562e-05	0	0	0.000112536	0.000222968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.91104e-05	0	0	0	1.08771e-05	0	0	0	0	0.000326222	0
Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing) (4.3.3.6)	0.000378333	0.00123604	0.000167463	0.000499668	0	0.000103471	0.00103323	0.000229642	0.000644734	0.000938613	0.000838279	7.779e-05	0.00326532	0.00185289	0.000212335	0.000162465	0.00180523	0.00343546	0.00333706	0.00247386	0.000119129	0.000359994	0.00407405	0.00048054	0.000117421	0.000860226	0.000172929	0.000114838	0.000455253	0.00217298	2.73126e-05	0.000926372	0.000219632	0.000268351	0.00114778	0.000462747	0.000827599	0.000980961
4-hydroxy-tetrahydrodipicolinate synthase (4.3.3.7)	0.00151677	0.00223883	0.00156668	0.00172045	0.00147411	0.00170603	0.00212121	0.00151359	0.00240902	0.00178241	0.00127134	0.0017097	0.0018823	0.00172962	0.00156776	0.0013113	0.00212228	0.00205343	0.00175448	0.00195198	0.00172576	0.00181202	0.00179761	0.00207537	0.00156386	0.00220811	0.00166792	0.00190371	0.00215968	0.00198107	0.00157552	0.00151947	0.00200331	0.00181522	0.00244085	0.0019056	0.00153752	0.00211247
Transferred entry 7.2.4.1 (4.3.99.2)	0.000579812	0.000150758	0	0.00068392	0.000500897	0.000860042	0.000261168	0.00015514	0.000285789	0	0	0.000751107	4.64207e-05	0.00012437	0.000929441	0.000892629	0.000169953	4.46369e-05	3.25743e-05	0.000114939	0.000189698	0.000274258	1.82677e-05	0.000384652	0.000983401	0.00032426	0.000702344	0.000494076	0.000184499	0.000223529	0.00115069	0.000177188	0.00105123	0.000704269	8.08415e-05	0.000143671	0.000155746	0.000845826
7-carboxy-7-deazaguanine synthase (4.3.99.3)	0.00126248	0.000932347	0.00137334	0.00120611	0.00122717	0.00158277	0.00107592	0.00271235	0.00129775	0.000453786	0.0004743	0.00124819	0.00159609	0.000621451	0.00119211	0.00142894	0.000925139	0.000392539	0.000330897	0.00185153	0.00163344	0.00166036	0.000411309	0.0013255	0.00144221	0.00111171	0.00204678	0.00142531	0.00146908	0.000462557	0.00127466	0.00136791	0.00119152	0.00142028	0.000968758	0.00120186	0.000482886	0.00110289
Cystathionine gamma-lyase (4.4.1.1)	1.14669e-05	0.000202747	0	0.000105546	0	0	0.000223417	7.92183e-05	0	1.13995e-05	0.000148469	0.000168548	1.15394e-05	1.22392e-05	0	0	0	5.40115e-05	1.33638e-05	1.8435e-05	2.19073e-05	7.91607e-05	6.2226e-05	6.19148e-05	2.58488e-05	9.58706e-05	0	1.94464e-05	0.000114069	1.79443e-05	0	5.05134e-05	3.35211e-05	0	0.000166529	9.14738e-05	0.000135484	0.000176657
Methionine gamma-lyase (4.4.1.11)	0.000117183	0.000751105	2.68611e-05	0.000294664	0	3.57903e-05	0.000647042	0.000237259	0.000162876	0.000916135	0.000488325	0.000198965	0.00129125	0.00165137	0.000233245	0.00014697	0.00117603	0.00210726	0.00183241	9.40572e-05	5.74779e-05	0.000270235	0.00194878	0.000280712	0.000169402	0.00040224	0	0.000120319	0.000342903	0.00153272	6.28074e-05	0.00062009	0.00012467	0.000113871	0.000572258	0.000371987	0.000377753	0.000609407
D-cysteine desulfhydrase (4.4.1.15)	0.000136865	3.57343e-05	0.00012171	0.000122199	0.000194067	0	0.000163107	0.000237229	9.97564e-06	0.000103007	0.00041194	0	2.0244e-05	0	5.52141e-05	4.12341e-05	0	0	0	1.41951e-05	0	0	0	0	0	2.10778e-05	0	0.000163181	0.000189456	0	0	6.24368e-05	0	0	0	0	0.000265091	0
S-ribosylhomocysteine lyase (4.4.1.21)	0.00128017	0.00129836	0.001689	0.00114049	0.000854677	0.00132471	0.00176484	0.00188462	0.00123374	0.00152132	0.00122484	0.000833748	0.00214089	0.00188285	0.000150468	0.00090752	0.00163745	0.00205536	0.00176175	0.0020138	0.00153927	0.00150007	0.00204265	0.00116014	0.00137892	0.00129267	0.00175777	0.000593998	0.00152456	0.00172664	0.000565081	0.00152235	0.00141488	0.00123648	0.00165034	0.00117782	0.00123468	0.00193731
Lactoylglutathione lyase (4.4.1.5)	0.000243329	0.000801238	0.000162035	0.000444225	8.84661e-05	4.6617e-05	0.000303347	0.000161711	0.00018807	0.000797436	0.00062015	0.000310146	6.30965e-05	0.000143577	2.63649e-05	0.000455413	0.000316945	6.57342e-05	0.000119334	0.000110082	0.000108853	0.000212242	0.000166484	0.000251157	0.000284353	0.000343916	7.58191e-05	0.000727123	0.000453041	0.000179355	0.000235036	0.000377628	9.50597e-05	0.000291755	0.000279761	0.000344032	0.000595179	0.000313426
Cystathionine beta-lyase (4.4.1.8)	0.000880884	0.00101046	0.00252956	0.000944309	0.00158397	0.000509356	0.000906098	0.000777435	0.000807628	0.000607723	0.00124448	0.00100943	0.000167751	0.000370361	0.00028623	0.000859521	0.000685508	0.000176333	0.000160696	0.000281398	0.00138144	0.00134933	3.12264e-05	0.00117474	0.00115402	0.00118996	0.000515089	0.000824083	0.00106394	0.000239434	0.00080827	0.00159107	0.000650857	0.00138431	0.000710967	0.000780573	0.00091263	0.00138544
Adenylate cyclase (4.6.1.1)	0.000392706	0.000213905	0.000156082	0.000355125	0.00014738	0.000325283	0.000168373	0.000156486	3.53931e-05	0.000329814	0.000380395	0.00016215	3.86299e-05	2.49124e-05	6.08218e-05	0.000464552	9.22806e-05	0	0.000153347	0.000171497	0.000232466	9.76005e-06	2.49329e-05	5.49465e-05	0	0.000179617	6.56422e-05	9.86965e-05	7.32022e-05	3.65256e-05	0.000229483	0.000157412	0.000376459	0.000304788	4.88643e-05	0.000286974	0.000356356	0.000122009
2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (4.6.1.12)	0.00152097	0.00197296	0.00144519	0.00157644	0.0014813	0.00160248	0.00178791	0.0019522	0.00218906	0.00137139	0.00117091	0.00162648	0.00239236	0.00270189	0.00164477	0.00158374	0.00213374	0.00259458	0.00286324	0.00338649	0.00172595	0.00189147	0.00291801	0.00189557	0.00186508	0.00181035	0.00175324	0.00171538	0.0018164	0.00240785	0.00157605	0.0021316	0.00149981	0.00181397	0.00203456	0.00161915	0.00131541	0.00171721
Phosphatidylinositol diacylglycerol-lyase (4.6.1.13)	0.000400439	4.258e-05	0	0.000211545	0	0.000461662	0.000166722	0.000290343	0.000100565	0	0	0.000155682	0	2.75925e-05	0	0.000409391	0.000193744	2.28142e-05	1.25271e-05	8.02554e-05	0.000387953	3.2372e-05	0	0.000121401	3.38235e-05	0.000254837	9.20848e-05	9.55946e-05	0.000193455	3.50682e-05	0.000213477	9.01932e-05	0.000554409	0.000312482	5.37909e-05	0.000345422	6.71969e-05	1.53844e-05
Cyclic pyranopterin monophosphate synthase (4.6.1.17)	0.000158219	0.000511085	0.000129622	0.000299249	0.000193338	6.58872e-05	0.000565116	0.000139779	0.000326652	0.0010665	0.00051151	5.81813e-05	7.8988e-05	5.63716e-05	7.47575e-05	7.82956e-05	0.000187493	0.000108464	0.000130682	0.000127625	0.000138553	0.000225662	7.99932e-05	0.000252248	8.07294e-05	0.000423403	2.88148e-05	0.000251652	0.000311652	7.67497e-05	4.47309e-05	0.000285548	8.16534e-05	0.000117667	0.000538009	0.000246683	0.000474751	0.000356614
Protoporphyrin ferrochelatase (4.99.1.1)	0.000154009	5.89858e-05	0.000162391	0.000103075	0.000232659	2.20172e-05	1.58524e-05	0	2.22572e-05	0.000409849	0.000547245	1.32872e-05	3.68931e-05	3.63993e-05	4.35282e-05	9.17479e-05	0	0	8.26809e-05	6.6235e-05	1.83809e-05	6.01212e-05	0	3.97161e-05	2.87558e-05	6.76163e-05	2.52994e-05	0.000211549	1.60864e-05	1.67533e-05	1.81888e-05	8.87258e-05	0	4.8441e-05	1.46173e-05	0	0.000327772	0
Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase (4.99.1.12)	8.44719e-05	0.000629601	0	0.000240959	0	5.46905e-05	0.000109017	8.06182e-05	0.000286086	0.000405426	0.000103758	2.95078e-05	6.20011e-05	0	0.000133613	2.16578e-05	0.000108216	3.01044e-05	1.60874e-05	5.42686e-05	2.77646e-05	5.74818e-05	4.92169e-05	0.000159049	3.72363e-05	8.29748e-05	6.25408e-05	0.00026943	2.42126e-05	8.64882e-05	1.46548e-05	0.000130822	8.70128e-05	5.64757e-05	0.000176363	5.54336e-05	0.000106972	0.000345311
Sirohydrochlorin cobaltochelatase (4.99.1.3)	0.000140322	0.000225157	0	0.000203804	0.000227641	5.81822e-05	0.000237259	0.000132743	0.000104558	0.000229188	7.31293e-05	0.000226104	1.40881e-05	9.19463e-06	0.00103451	0.000401114	0	8.86932e-05	0	3.28408e-05	0.000113331	7.17412e-05	2.94172e-05	7.39805e-05	3.13523e-05	0.000173758	0.000104299	2.79632e-05	7.62532e-05	0	1.73748e-05	3.31375e-05	4.29796e-05	1.13818e-05	0.000250071	5.40904e-05	0.000105072	0.000112047
Sirohydrochlorin ferrochelatase (4.99.1.4)	0.000150908	0.000108055	6.12394e-05	0.000256481	5.13529e-05	0	5.87401e-05	2.66956e-05	0	0.00065554	0.000157292	0	0	0	9.23273e-05	5.9236e-05	0.000104064	1.96752e-05	4.27716e-05	1.74703e-05	0	1.69552e-05	0	3.89246e-05	5.53985e-05	5.22835e-05	0	1.09442e-05	6.27133e-05	0	0	9.47556e-05	3.08665e-05	0	0.000111508	0.000107276	0.000135724	1.86842e-05
Alanine racemase (5.1.1.1)	0.00161703	0.00274916	0.00170579	0.00168814	0.00164785	0.00172226	0.00206611	0.0019795	0.00229303	0.00262096	0.00198815	0.00158171	0.00186562	0.00154646	0.00191603	0.00145961	0.00178481	0.00159031	0.00142634	0.00238455	0.00157757	0.0018606	0.00162457	0.00182112	0.00176104	0.00220229	0.00212372	0.00199875	0.00202635	0.00155578	0.00147154	0.00177252	0.00168366	0.00171875	0.0026663	0.00209817	0.00218398	0.00223815
L-Ala-D/L-Glu epimerase (5.1.1.20)	0.000157284	0.000125787	4.17055e-05	0.000379053	0.000475165	0.000374536	5.3633e-05	0.00011789	8.09324e-05	6.12748e-06	4.92936e-05	0.000424804	3.31031e-05	4.35436e-05	0.000865757	0.000318017	8.56608e-05	3.22752e-05	2.13929e-05	0	0.000151932	0.000174234	0	0.000152241	0.00012488	9.99622e-05	0.000149531	0.000414481	0.000178328	6.54056e-05	0.000795002	0.000158858	0.000151265	8.31957e-05	2.41204e-05	8.35615e-05	6.25213e-05	0
