	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
PWY0-1221: putrescine degradation II	0.0	0.000100538	0.0	0.0	2.06655e-05	2.01525e-05	0.0	0.000108288	0.000204942	0.000147589	0.000856695	0.000498421	2.83111e-06	9.53141e-05	3.29552e-05	8.8596e-06	0.000200669	7.03869e-06	0.0	0.000104888	0.00022382	3.10119e-06	3.4215e-05	4.40503e-05	4.30428e-05	1.99877e-05	0.0	0.000238133	0.0	4.37369e-05	6.28924e-05	6.02751e-05	2.44052e-05	1.51678e-05	4.16015e-06	0.000472887	0.000139712	6.43017e-05	4.31522e-06	0.000100971	0.000205311	3.81278e-06	9.63858e-05	0.000197833	0.000728593	6.36609e-06	0.000885328	7.46882e-05	5.15712e-05	3.46756e-06	1.37142e-05	5.29328e-06	9.08104e-06	6.2753e-05	1.79782e-06	2.35324e-05	7.40595e-05	8.23259e-06	0.0	0.0	6.01173e-05	4.52177e-05	0.000194595	5.18389e-05	1.64282e-05	0.0	7.68603e-05	0.0	0.000243873	5.68045e-06	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.000555916	0.00151907	0.000836475	0.00114468	0.00129012	0.00179628	0.000934152	0.00156881	0.00100878	0.00092468	0.00134187	0.00163845	0.000557137	0.00111859	0.000745843	0.00024059	0.000500184	0.00145268	0.00154019	0.00110712	0.00124311	0.000373971	0.000976756	0.000648137	0.000804298	0.00128539	0.00104807	0.00108932	0.0013682	0.00133131	0.000536649	0.00139697	0.00119584	0.00139671	0.00138934	0.00115924	0.00150394	0.000708638	0.000486899	0.000697122	0.000594953	0.000995612	0.00175808	0.000881344	0.000795079	0.00088026	0.00147373	0.000975898	0.000824042	0.00082657	0.000580173	0.000836392	0.000647504	0.00205191	0.000380031	0.000861543	0.000577214	0.000702076	0.000627069	0.000928259	0.000776355	0.0010571	0.000980993	0.000786666	0.000907183	0.000688763	0.000680623	0.000924831	0.0010548	0.000786146	0.000532843
PWY0-1261: anhydromuropeptides recycling I	0.0013806	0.00233326	0.00132187	0.00191148	0.00221356	0.002233	0.00127678	0.00198291	0.00195047	0.00166461	0.00292351	0.00220211	0.00057544	0.00207701	0.00145957	0.000155945	0.00163409	0.00219554	0.00206971	0.00148677	0.00213519	0.00050603	0.00288227	0.000172638	0.00151778	0.00263896	0.0014312	0.0013988	0.00149909	0.00137847	0.00118643	0.00261233	0.00192697	0.0019494	0.00293613	0.00272983	0.00138558	0.0015798	0.00232123	0.00196508	0.00199742	0.001873	0.00293382	0.00259882	0.00339684	0.00253653	0.00277883	0.00238974	0.00119224	0.00221115	0.00148289	0.00140799	0.000834043	0.00219246	0.000471856	0.00215039	0.00140345	0.00106238	0.0011038	0.00170839	0.00132298	0.0018424	0.00197091	0.00157178	0.00172396	0.00202278	0.00141248	0.00139988	0.00201369	0.00199273	0.00152258
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	9.0413e-06	0.000848658	1.69152e-05	0.00113942	0.000325486	0.0011597	0.0	0.000308356	0.000699473	0.000392966	0.00193291	0.00104817	1.40666e-05	0.000323946	0.000194381	0.000112642	0.000820425	0.000132611	0.0	0.000538027	0.000857448	6.46191e-05	0.000207029	0.000104643	0.00104846	0.000144536	0.0	0.000329524	0.0	0.000553475	0.000297987	0.000184924	0.000492677	0.000697455	5.28018e-05	0.00152516	0.000520012	0.000704244	0.000157235	0.000645991	0.000519749	0.00110281	0.00235752	0.00128073	0.00158424	9.40397e-05	0.00154723	0.00102122	0.000132056	3.90872e-05	0.000108586	3.58741e-05	9.47132e-05	0.000448476	1.33763e-05	0.000235593	0.000158295	8.1296e-05	1.89717e-05	1.67182e-05	0.000570371	0.000621492	0.00073468	0.000209351	0.000110258	1.55595e-05	0.000187846	1.51474e-05	0.00108385	4.32213e-05	1.6201e-05
PWY0-1296: purine ribonucleosides degradation	0.00506172	0.00462098	0.00388132	0.003205	0.00499891	0.00413152	0.00473452	0.00532108	0.00321926	0.0078621	0.00527034	0.00509949	0.00361797	0.00559683	0.00586012	0.00453188	0.00412439	0.00386662	0.00534947	0.00928658	0.00545995	0.0103422	0.00537073	0.00478333	0.00265806	0.00675528	0.00622001	0.00363577	0.00508778	0.00482594	0.0073697	0.00526894	0.00644152	0.00557311	0.00482154	0.00464009	0.00341576	0.00593793	0.0049218	0.0100052	0.00625364	0.00578686	0.00417469	0.00631592	0.00629731	0.00653645	0.00727846	0.00555552	0.0101085	0.00874079	0.0075778	0.00956034	0.00776292	0.00668374	0.00988493	0.00981115	0.0104399	0.00569666	0.0104648	0.00782842	0.00565793	0.00394048	0.00774766	0.00513221	0.00634815	0.00746955	0.00752051	0.00689733	0.00643958	0.00845339	0.00774767
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.00127635	0.00213272	0.000362852	0.0027094	0.00117751	0.0032657	0.00232796	0.00383735	0.0019131	0.00115622	0.00407842	0.00413781	0.000413136	0.00175487	0.00147628	0.00140202	0.00284738	0.0012245	0.00155562	0.00184111	0.00289408	0.00111595	0.000744668	0.00136507	0.00180659	0.000601586	0.00109092	0.00130837	0.0013959	0.00219297	0.00203346	0.00115838	0.00177891	0.00241455	0.00164011	0.00301275	0.00137907	0.00258764	0.000859099	0.00221007	0.00176924	0.00278123	0.00389027	0.00333373	0.00351299	0.00226083	0.00410525	0.00292305	0.00126537	0.000445112	0.000799402	0.000528411	0.00062423	0.00194605	0.00094329	0.000877537	0.000702833	0.00050344	0.00042791	0.000244316	0.00152237	0.00190119	0.00231616	0.000739644	0.000483286	0.000254362	0.000706636	0.000351949	0.00301293	0.000438172	0.000255157
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.000960568	0.00151877	0.000276788	0.0024167	0.000888509	0.00285902	0.000953506	0.00131001	0.00155036	0.00140018	0.00348736	0.00315771	0.000238741	0.00127243	0.000627736	0.000741901	0.00211879	0.00126923	0.00121748	0.00132203	0.0023235	0.000190114	0.000630289	0.000245838	0.00149423	0.000457834	0.000264199	0.00138347	0.00108259	0.00162611	0.00113465	0.000838384	0.00267718	0.00198554	0.00120956	0.00275988	0.00105672	0.00233325	0.00116264	0.00303408	0.00125462	0.00239075	0.00369552	0.00281449	0.00300295	0.0018967	0.00386239	0.0024439	0.000855404	0.000408643	0.000911672	0.00066546	0.000278346	0.00162872	0.00212859	0.000409066	0.000722522	0.000349073	0.000385337	0.00016248	0.00110116	0.00170099	0.00200378	0.00125382	0.000351723	0.000241037	0.000514448	0.000313752	0.0022757	0.00038978	0.000344429
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.00770908	0.00689069	0.0103427	0.00575543	0.00833744	0.00665459	0.00738173	0.0093464	0.00768977	0.00675315	0.00548866	0.00552363	0.00990036	0.00768265	0.00890922	0.0100493	0.00860811	0.00707921	0.00880596	0.00820593	0.00679746	0.00935054	0.00924163	0.0142269	0.00642491	0.0106065	0.00913332	0.00764091	0.00759709	0.00900794	0.00877215	0.0077541	0.00571608	0.00671089	0.00877126	0.00709115	0.00715253	0.00620693	0.00846699	0.00760121	0.00676119	0.00640176	0.00427814	0.00598879	0.00590116	0.00833479	0.00475475	0.00616608	0.00885599	0.0094981	0.00868925	0.0103398	0.00991849	0.00782108	0.00966902	0.00931421	0.0101111	0.00948433	0.00933399	0.00927799	0.00852647	0.00851817	0.00740056	0.00860416	0.00933488	0.0104168	0.0107678	0.00739509	0.00685888	0.00944965	0.00893455
PWY0-1337: oleate &beta;-oxidation	0.000672275	0.00012117	0.0	0.000457515	0.000514971	0.00215117	0.000254549	0.000238245	0.00022347	0.000267555	0.000443885	0.0005682	1.69412e-05	0.000240455	2.94693e-05	6.30303e-06	0.000183071	0.00081311	0.000999699	0.000238693	0.000847654	1.37944e-05	1.74384e-05	2.38296e-05	0.000345383	3.23854e-05	0.0	0.000570166	0.000706084	0.000428297	8.33279e-05	0.000235233	0.00124652	0.000636892	1.11001e-05	0.00132373	0.00017072	0.000322149	0.000210094	0.000558317	7.04097e-05	0.000888024	0.000661833	0.000530582	0.000374444	2.45897e-05	0.00115976	0.00101225	8.82579e-05	0.0	2.39841e-05	6.18063e-06	5.07729e-06	5.68319e-05	2.64937e-06	5.38422e-06	2.9199e-05	3.95178e-05	1.13964e-05	8.51517e-06	0.000124859	0.00042612	0.000349593	7.62355e-05	6.08028e-05	3.69726e-06	5.92549e-05	9.78457e-05	0.000479424	6.75665e-05	0.0
PWY0-1338: polymyxin resistance	0.000362236	0.000233066	0.0	0.000630915	0.000320412	0.00111152	0.000182631	0.000190012	0.000626694	0.00033145	0.000936018	0.00108934	9.81483e-06	0.000253536	7.04836e-05	6.75485e-05	0.000391188	0.000728219	0.00067908	0.000280476	0.000927277	1.44034e-05	8.15333e-05	6.95383e-05	0.000377747	7.07906e-05	0.0	0.000470278	0.000383707	0.000351452	0.000195866	0.0002397	0.000981815	0.000617472	7.50316e-06	0.00112578	0.000306906	0.000444761	0.000301415	0.000509514	0.000245327	0.000955881	0.00145806	0.000636056	0.000856802	4.81705e-05	0.00127302	0.000893138	9.61481e-05	4.72629e-06	4.28683e-05	3.33405e-06	3.1894e-05	0.00026316	0.0	6.28935e-05	4.61353e-05	1.83119e-05	2.15488e-05	0.0	0.000221806	0.000572994	0.000444267	0.00016037	5.60717e-05	0.0	9.79142e-05	2.68853e-05	0.000465672	3.84768e-05	0.0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0.000731614	0.000611498	1.86619e-05	0.00160255	0.000500401	0.00167597	0.000491493	0.000491908	0.00079083	0.000881823	0.00250764	0.00150406	6.56408e-05	0.000713956	0.000271606	0.000134873	0.000681782	0.00131071	0.00122948	0.000403	0.00132157	0.000153074	0.000178031	0.000103069	0.000763571	9.2682e-05	0.000158634	0.000635138	0.000847677	0.000581506	0.000414197	0.00081616	0.000557718	0.000684133	4.11121e-05	0.00220211	0.000661013	0.000679579	0.00016684	0.00110466	0.000531642	0.00125046	0.00288505	0.00146366	0.0019397	8.48458e-05	0.00163307	0.00158902	0.000144836	0.0	9.70131e-05	2.37246e-05	9.54203e-05	0.00047827	3.60434e-05	0.000127369	8.15127e-05	0.000437359	0.0	0.0	0.000469965	0.000615818	0.000912455	0.000258459	0.000113227	5.42236e-05	0.000135035	0.000119995	0.000814157	0.000160037	0.0
PWY0-1477: ethanolamine utilization	0.00270481	0.00160074	0.000392653	0.00547622	0.00145625	0.0046438	0.00313157	0.0044117	0.0025139	0.00255648	0.00593542	0.00403027	0.00104925	0.00248441	0.00180294	0.00055364	0.00334331	0.00376339	0.00337637	0.00229141	0.00288042	0.000376913	0.00176934	0.00126466	0.0032396	0.00147471	0.00083123	0.0019793	0.0034499	0.00249675	0.00442205	0.0018757	0.00189557	0.00302276	0.00120245	0.00557019	0.00194946	0.00213038	0.000989855	0.00248284	0.00385763	0.00454385	0.00848734	0.00363657	0.00517862	0.00597348	0.00401634	0.00492858	0.00098149	0.000834153	0.00160725	0.000600107	0.000342679	0.00372184	0.000546703	0.00127151	0.00121159	0.000926552	0.00134694	0.000579049	0.00158029	0.00207633	0.00242343	0.000882299	0.00124392	0.00041388	0.000959268	0.00139107	0.00316622	0.00065002	0.000216204
PWY0-1479: tRNA processing	0.00159069	0.00106501	0.000321441	0.00279358	0.000891481	0.00219466	0.00121752	0.00168122	0.00172061	0.0021905	0.00348556	0.00284236	0.000564346	0.00145589	0.00129764	0.000206584	0.00199737	0.00183522	0.00179966	0.00238757	0.00223094	0.00219598	0.000925274	0.000884501	0.00213981	0.00151487	0.0013744	0.00109935	0.00189532	0.00121445	0.00296532	0.00123594	0.00283923	0.00266482	0.000661223	0.0035588	0.0015761	0.00129762	0.00128834	0.00255699	0.00140962	0.00283901	0.00356867	0.00282347	0.00312086	0.000593502	0.00334824	0.00286627	0.00130838	0.00190237	0.00173248	0.000539106	0.00116891	0.00254695	0.000394497	0.00053793	0.00214826	0.000746758	0.00187577	0.000857957	0.00225397	0.00158334	0.00229205	0.00121134	0.00155179	0.00173614	0.00114293	0.00109548	0.00230745	0.00184146	0.00207042
PWY0-1533: methylphosphonate degradation I	0.000270762	1.92379e-05	2.54124e-06	0.00016993	0.000105837	0.000372321	0.000114403	0.000222152	0.000108055	0.000114397	7.17378e-05	0.000333757	2.45796e-06	9.50989e-05	1.64292e-05	0.0	0.000181348	0.000258927	0.000236522	5.73861e-05	0.000126722	9.07241e-06	3.28326e-06	2.88951e-05	3.88385e-05	3.61121e-05	0.0	0.000339002	0.000224407	0.000139036	4.22866e-05	6.26622e-05	1.61186e-05	2.44012e-05	1.36195e-06	0.000488476	0.000101225	2.15293e-05	4.74909e-06	0.000194361	3.25348e-05	5.33619e-06	4.74907e-05	0.000255122	0.00010273	1.67012e-05	0.000889857	0.000209775	4.74498e-05	2.48522e-06	3.15814e-05	6.2638e-06	0.0	0.000137273	3.56769e-06	2.83272e-05	1.90382e-05	1.93824e-05	0.0	0.0	2.16578e-05	6.73636e-05	5.98681e-05	5.43966e-05	1.17818e-05	0.0	2.74341e-05	5.67306e-05	0.000124556	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.0103617	0.007316	0.0101382	0.0101582	0.0116386	0.0102709	0.00960911	0.0108624	0.00885136	0.00752146	0.0115297	0.0112082	0.00865632	0.00909691	0.00951715	0.00996445	0.010665	0.00951262	0.0104118	0.00707522	0.0105064	0.00717114	0.00651375	0.00421904	0.00977419	0.00801349	0.00878559	0.00990927	0.00848959	0.00969888	0.00742551	0.0095805	0.00935835	0.00861624	0.00869065	0.0107781	0.00923877	0.00772274	0.0093367	0.0079459	0.00832717	0.00936243	0.0121202	0.0100287	0.0106637	0.00935055	0.0106904	0.01003	0.00514436	0.00764243	0.00772952	0.00948134	0.00966333	0.00906383	0.00840657	0.00640606	0.0055964	0.00789964	0.00602893	0.00813811	0.00926954	0.00947717	0.00842767	0.00922113	0.0076542	0.00958071	0.00650884	0.00841266	0.0090348	0.00878929	0.00743014
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.00220809	0.00632723	0.00365922	0.00481646	0.00406486	0.00360666	0.00589924	0.00373639	0.00552469	0.00570572	0.00343966	0.00402526	0.00581835	0.00454796	0.00378081	0.00451844	0.00224364	0.00414527	0.00329933	0.00224089	0.00443579	0.00213811	0.00524688	0.00361557	0.00261517	0.00343939	0.0043861	0.00391901	0.00398149	0.00429193	0.00190537	0.00374324	0.00289933	0.00445359	0.00472921	0.00328613	0.0058279	0.00301626	0.00420167	0.00261155	0.00373797	0.00309308	0.00353504	0.00286867	0.0029986	0.00355101	0.00331942	0.00395732	0.00218111	0.00314809	0.00345732	0.00550035	0.00588717	0.00402658	0.00593966	0.00460966	0.00276363	0.00241897	0.00321836	0.00446565	0.00289335	0.00199814	0.0031322	0.00336296	0.00333737	0.00594025	0.00816229	0.00371805	0.00279789	0.00499505	0.00300942
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.00130952	0.00192745	4.37612e-05	0.00199851	0.000908207	0.0020105	0.000527679	0.000933931	0.00184675	0.00154256	0.00234252	0.00226757	3.70747e-05	0.000940111	0.000428137	0.000165246	0.00222871	0.0015535	0.00150905	0.00130768	0.00200416	0.000117713	0.000675631	0.000297016	0.0022241	0.000825149	0.000226527	0.00143999	0.00155045	0.00135572	0.000841927	0.000709419	0.00137049	0.00163226	7.85331e-05	0.00237108	0.0013971	0.00150166	0.000788421	0.00168503	0.00104511	0.00188289	0.00316178	0.0016471	0.00215599	0.000332367	0.00266917	0.00222173	0.00037823	4.94933e-05	0.000641043	8.661e-05	0.000558661	0.00110689	0.000168586	0.000470606	0.000325201	0.000378067	2.37728e-05	1.55079e-05	0.00118956	0.00153792	0.00169785	0.00044412	0.000203116	6.27241e-06	0.000329613	0.000292261	0.00145719	0.000172295	0.0
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	0.00140622	0.000563888	5.621e-05	0.00198708	0.000847906	0.00324112	0.000398317	0.000603599	0.00118228	0.000724197	0.00279989	0.00151213	4.76662e-05	0.000435356	0.000200701	0.000110469	0.000789457	0.00140155	0.0013772	0.000746644	0.00165205	6.07459e-05	0.00028475	0.000171503	0.00136939	0.000211591	0.0	0.00108744	0.00127211	0.000854134	0.000387842	0.000490999	0.00220227	0.00107544	3.31624e-05	0.00320933	0.000794539	0.000828993	0.000363523	0.00147146	0.000579689	0.00189939	0.00376977	0.00183533	0.00232927	0.000187859	0.00327595	0.00245858	0.000160712	3.1417e-05	7.84155e-05	3.95847e-05	6.70267e-05	0.000628059	4.81083e-05	0.000227431	0.000105572	6.71547e-05	6.85992e-05	8.88807e-06	0.000663701	0.00108948	0.00104599	0.000293647	0.000134179	2.76688e-05	0.000266579	0.000131904	0.00118016	9.86654e-05	0.0
PWY0-41: allantoin degradation IV (anaerobic)	1.03365e-05	8.1637e-05	0.0	4.45121e-05	8.54639e-05	0.000209736	4.89101e-06	5.25196e-05	0.000111906	0.0	0.000408741	0.000162399	3.22828e-06	2.3188e-05	2.15636e-05	1.27677e-05	0.000238117	0.000116471	1.67186e-05	0.000113683	0.000183886	2.06263e-06	2.74402e-05	1.54493e-05	6.44977e-05	2.83351e-05	0.0	0.000278801	3.23768e-05	6.17882e-05	6.91297e-05	4.30058e-05	1.94198e-05	1.08515e-05	2.51349e-06	0.000541384	9.27036e-05	2.80365e-05	3.93998e-06	0.000204951	7.49663e-05	2.86183e-06	4.71005e-05	0.00030769	0.000265967	1.20492e-05	0.000771105	0.000204202	2.38486e-05	0.0	1.20533e-05	0.0	6.11472e-06	0.000126004	0.0	1.5698e-05	1.70295e-05	6.26364e-06	0.0	0.0	7.31385e-05	2.98754e-05	9.89053e-05	4.84338e-05	2.45659e-05	4.5498e-06	9.3135e-06	1.39846e-05	0.000112678	0.0	0.0
PWY0-42: 2-methylcitrate cycle I	0.000445396	0.000426472	1.12491e-05	0.000232523	0.000273866	0.000935926	0.000171511	0.000245009	0.000525972	0.00015497	0.00162864	0.000776647	2.05562e-05	0.000344593	0.000104766	7.40159e-05	0.000538348	0.000571372	0.000598314	0.000376577	0.00066375	5.88139e-05	0.000126509	9.03919e-05	0.000220487	6.42865e-05	0.0	8.06418e-05	0.000493637	0.000325692	0.000111829	9.0252e-05	7.2789e-05	0.00011851	2.55838e-05	0.00120627	0.000376124	0.000146826	3.94261e-05	0.000521833	0.000387619	0.000130058	0.000253044	0.000780652	0.00134118	7.36107e-05	0.000552205	0.000617898	6.7605e-05	1.17914e-05	7.32098e-05	1.16941e-05	3.55143e-05	0.000242523	9.68982e-06	0.00011455	4.55669e-05	3.10954e-05	7.66947e-06	0.0	0.000332067	0.000183907	0.00040498	0.000147957	4.52337e-05	1.18e-05	0.000124823	5.05725e-05	0.000502515	2.67953e-05	0.0
PWY0-461: L-lysine degradation I	0.00037802	6.77764e-05	0.0	0.000105386	9.95274e-05	0.000385282	9.92981e-05	0.000159862	0.000161202	4.38997e-05	0.0	0.000416287	3.23711e-06	7.79209e-05	4.51601e-05	0.0	0.000172581	0.000415167	0.000418083	0.000195671	0.000209737	1.90949e-05	0.0	3.12307e-05	9.19875e-05	6.4136e-05	0.0	0.000309879	0.000354353	0.000104151	6.35521e-05	5.58528e-05	2.42463e-05	1.85369e-05	3.2441e-06	0.000882505	0.000127701	4.28752e-05	1.22934e-05	0.00029905	6.36453e-05	1.32063e-05	0.000142477	0.000495042	0.000206428	2.17945e-05	0.00110253	0.000244091	2.79773e-05	0.0	1.42913e-05	0.0	1.56114e-05	6.34389e-05	0.0	3.77405e-05	2.14384e-05	2.57406e-05	0.0	0.0	6.06957e-05	6.66458e-05	0.000155926	9.13576e-05	2.48294e-05	0.0	7.35182e-05	5.16824e-05	0.000238702	2.41638e-05	0.0
PWY0-781: aspartate superpathway	0.00162814	0.000655166	4.44051e-05	0.0027422	0.00095041	0.00295602	0.000566396	0.000836389	0.00164698	0.00140395	0.00260579	0.00265836	4.69357e-05	0.0010352	0.000328972	7.53768e-05	0.00149491	0.00210626	0.00218293	0.000861046	0.00233076	0.000307337	0.000396099	0.000244465	0.00194378	0.000298509	9.93823e-05	0.00154056	0.00168107	0.00097067	0.00106351	0.00124567	0.00251459	0.00215221	4.14995e-05	0.00337475	0.00137338	0.00214963	0.00081025	0.00221066	0.00202346	0.00276743	0.00342347	0.00331831	0.00258946	0.000445801	0.00332715	0.00316402	0.000373204	0.000269114	0.000148348	0.0	0.000410123	0.000923592	4.24173e-05	0.000752191	0.000517253	0.000493908	0.000248862	0.00024509	0.000790675	0.00166889	0.00182196	0.000423712	0.000328942	0.00022238	0.00048773	0.000672962	0.00187338	0.000299634	0.000139497
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.00221004	0.00506396	0.00673621	0.00457723	0.00720922	0.00357525	0.00554531	0.00391884	0.00582523	0.00355124	0.00318889	0.00464665	0.00617936	0.00527074	0.00472119	0.00539602	0.00324035	0.00437354	0.00382086	0.00199813	0.00399519	0.0017366	0.00418708	0.0013388	0.00317357	0.00357384	0.0033599	0.00344446	0.00365246	0.00466036	0.00318279	0.00405781	0.00175097	0.00232925	0.00529463	0.00189693	0.00346231	0.00158296	0.00491262	0.00104604	0.00315688	0.00216402	0.00302088	0.00156352	0.0035159	0.00372812	0.00228164	0.00385897	0.000973778	0.00421825	0.00341924	0.00375559	0.00239744	0.00445137	0.00257505	0.00361076	0.00152128	0.00434722	0.00289443	0.00421608	0.00391827	0.00468834	0.00280955	0.00324931	0.00510142	0.00397177	0.00262307	0.00161714	0.0030773	0.00224993	0.00264801
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.00395064	0.00322967	0.000941208	0.00478668	0.00256523	0.00676775	0.00314036	0.00407257	0.00355616	0.00358371	0.00418863	0.00477713	0.00291987	0.00240658	0.00307302	0.0037054	0.005117	0.00502521	0.00507754	0.00233181	0.00401639	0.00202989	0.00302758	0.000433642	0.00713674	0.00219321	0.00355705	0.0040322	0.00533085	0.00491044	0.00220784	0.00412524	0.00464345	0.00348201	0.00247935	0.00327112	0.00396219	0.00374009	0.00253706	0.00160885	0.00366658	0.00331866	0.00407607	0.00227532	0.00337593	0.0011805	0.00311344	0.00399375	0.00146227	0.00116225	0.00310976	0.000511702	0.00336145	0.00301528	0.00124823	0.00172049	0.00141693	0.00299901	0.0019363	0.00151931	0.00375983	0.00431225	0.0029224	0.00292104	0.00182446	0.00125071	0.0020789	0.00211008	0.0038588	0.000971988	0.00268453
PWY1ZNC-1: assimilatory sulfate reduction IV	0.000498412	0.000440767	8.80732e-05	0.00376675	0.000408676	0.00148432	0.000219672	0.000419607	0.00108922	0.00169562	0.00160714	0.00111192	4.06788e-05	0.000262001	0.000228764	0.000271291	0.00111816	0.00102504	0.000695372	0.000508236	0.00148458	0.000167783	0.000225472	0.000107628	0.00135737	0.000125413	8.23517e-05	0.00052509	0.000586665	0.000530711	0.000486889	0.000510513	0.00182267	0.00118793	2.82207e-05	0.00191315	0.000612171	0.000860273	0.000439594	0.000764963	0.000402768	0.00212095	0.00332839	0.0013784	0.00124594	0.000860911	0.0018102	0.00158229	8.15772e-05	0.000815364	0.00073286	3.19697e-05	7.85096e-05	0.000533695	0.00193552	0.00014265	0.000467086	0.000186951	0.000147448	0.000372167	0.000455349	0.00130536	0.000965486	0.000860303	7.12278e-05	0.00010473	0.000120454	9.79634e-05	0.00111532	0.000127191	7.90538e-05
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0.000604774	0.000626801	9.93046e-06	0.00114348	0.000402451	0.00135783	0.000146183	0.000453126	0.000749791	0.00056252	0.00129799	0.00106033	2.79066e-05	0.000459025	0.000249311	6.38785e-05	0.000786632	0.00104585	0.00107974	0.000431835	0.00138606	0.000110308	0.000346757	1.19791e-05	0.000817507	0.000126028	0.000146972	0.00053689	0.0008343	0.000779633	0.000509361	0.000341257	0.00155981	0.00141693	3.46528e-05	0.00206292	0.000620148	0.00645709	0.000296776	0.00169999	0.00253206	0.00132922	0.00126022	0.0018057	0.00233948	0.000577437	0.00160315	0.00142231	9.13849e-05	1.90492e-05	8.3493e-05	2.20429e-05	3.66438e-05	0.000569602	2.44495e-05	0.000207294	6.33317e-05	8.7228e-05	3.95723e-05	0.0	0.000470339	0.000603651	0.000742062	0.0002072	5.93714e-05	2.9122e-05	0.000164388	0.00012371	0.000907228	0.0	3.85345e-05
PWY490-3: nitrate reduction VI (assimilatory)	8.65386e-05	0.0	3.04526e-05	0.0	0.000149297	0.0	0.000101374	0.0	0.0	0.000140999	0.0	0.0	0.000221101	0.000112596	0.000250379	5.19698e-05	0.0	0.0	5.10368e-05	0.0001472	0.0	0.000169574	2.30409e-05	0.000235568	0.00015719	0.000184341	0.000271549	0.0	0.000365241	0.0	0.0	0.000207997	4.94903e-05	6.98236e-05	0.0	8.26922e-06	0.0	0.0	1.43635e-05	6.11508e-06	4.54901e-06	0.0	0.0	5.53871e-06	2.8917e-06	2.82535e-05	0.0	0.0	0.000330143	7.39487e-05	0.000136764	5.92656e-05	0.000154454	0.0	4.67223e-05	0.0	1.25571e-05	0.000236082	7.50421e-05	1.96459e-05	7.54909e-05	0.000129122	0.0	6.59193e-05	4.59934e-05	1.28022e-05	3.81252e-05	3.02798e-05	0.000170741	0.000141383	5.49818e-05
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.00322769	0.0025319	0.0023549	0.00388568	0.00280455	0.00527432	0.0015405	0.00170688	0.00273839	0.00269288	0.00416636	0.00362346	0.00138126	0.00316461	0.002584	0.00138228	0.00347453	0.00364272	0.0038565	0.00349055	0.00295161	0.00171531	0.00284001	0.000642407	0.00266799	0.00377844	0.00347274	0.00278012	0.0026244	0.00247461	0.00256187	0.00310604	0.00442215	0.00332968	0.00210253	0.0057641	0.00263984	0.00422405	0.00358487	0.00505768	0.00280776	0.00372325	0.00378759	0.00452279	0.0047456	0.00412332	0.00431218	0.00396297	0.00227887	0.00297353	0.00371071	0.00271867	0.00237602	0.00412159	0.00390981	0.00278313	0.00188789	0.002046	0.00170463	0.00435203	0.00375543	0.00228781	0.00335205	0.00421647	0.0036097	0.00307348	0.00215014	0.00467415	0.00357323	0.00308895	0.00255812
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.00322769	0.0025319	0.0023549	0.00388568	0.00280455	0.00527432	0.0015405	0.00170688	0.00273839	0.00269288	0.00416518	0.00362346	0.00138126	0.00316461	0.002584	0.00138228	0.00347453	0.00364272	0.0038565	0.00349055	0.0029515	0.00171531	0.00284001	0.000642407	0.00266799	0.00377844	0.00347274	0.00278012	0.0026244	0.00247461	0.00256187	0.00310581	0.00442215	0.00332928	0.00210253	0.00576408	0.00263984	0.00422277	0.00358487	0.00505746	0.00280776	0.00372325	0.00378759	0.00452279	0.00474445	0.00412332	0.00431097	0.00396297	0.00227887	0.00297353	0.00371071	0.00271867	0.00237602	0.00412159	0.00390981	0.00278313	0.00188789	0.002046	0.00170463	0.00435203	0.00375543	0.00228781	0.00334903	0.00421647	0.0036097	0.00307345	0.00215014	0.00467415	0.00357323	0.00308895	0.00255812
