EC	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
[Citrate (pro-3S)-lyase] ligase (6.2.1.22)	0.000225987	0.000228323	6.26844e-05	0.000300797	0.000232566	0.000337508	0.000231488	0.000466243	8.16075e-05	0.000267226	0.000414924	0.000204754	9.13298e-05	0.0001557	0.000230132	5.62137e-05	0.000223505	0.000294587	0.000273868	0.000294587	0.000443693	0.0004365	6.78264e-05	9.34187e-05	0.000205612	0.000208467	0.000295202	0.000107263	0.00018461	0.000288325	0.000179158	0.000261891	0.000298516	0.00027432	0.000154391	0.000178568	8.66876e-05	0.000186276	7.432e-05	0.000150609	0.000124696	0.000207685	0.000521692	0.000203299	0.000182205	0.000286394	0.000288647	0.000271393	0.000230224	8.06007e-05	0.000153136	0.000159673	0.000160697	0.000211677	0.000170329	6.78303e-05	9.90784e-05	3.04016e-05	0.000175723	0.00012195	0.000102635	0.000197479	0.00013396	0.000121124	3.54112e-05	2.96725e-05	0.000112884	9.01091e-05	0.000163361	8.87252e-05	0.000105344
o-succinylbenzoate--CoA ligase (6.2.1.26)	0.000135793	8.45337e-05	2.13563e-05	0.000410027	0.0005471	0.000278801	9.24135e-05	4.49248e-05	0.000149916	0.000318363	0.000405782	0.000350069	8.46176e-05	7.40187e-05	0.000188142	7.46868e-05	0.000219197	0.000331658	0.000258942	0.000103211	0.000252122	0.000110433	6.29273e-05	1.38186e-05	0.000286778	4.52859e-05	0.000113737	0.000130731	0.000184914	7.43082e-05	0.000210968	0.000159995	0.000364416	0.000258906	3.50405e-05	0.000267005	0.000136214	0.000692687	6.93562e-05	0.000122849	0.000126967	0.000407211	0.000640381	0.000370183	0.000316717	0.000101037	0.000304539	0.000367628	6.2093e-05	2.70163e-05	7.53516e-05	1.29791e-05	3.19262e-05	0.000109359	4.34439e-05	5.5949e-05	5.61364e-05	5.95599e-05	3.42924e-06	0.000119776	0.000174681	0.000109902	0.00022085	7.76725e-05	2.04338e-05	3.50187e-05	2.53497e-05	2.54817e-05	0.000206995	2.29784e-05	4.04932e-05
Long-chain-fatty-acid--CoA ligase (6.2.1.3)	0.00177447	0.00154657	0.00145503	0.0011066	0.00108154	0.00167443	0.00182229	0.00200566	0.00141117	0.00122498	0.000835827	0.00163762	0.00199131	0.00153451	0.00172142	0.00217558	0.00230442	0.00185245	0.0018681	0.000658269	0.00105727	0.00127344	0.00104328	0.000194396	0.00229779	0.00147942	0.00200289	0.00201211	0.00155586	0.00187839	0.00107516	0.00177538	0.00120487	0.000942505	0.00199629	0.00103972	0.00154781	0.000709877	0.00138694	0.000983344	0.00164454	0.00070479	0.00076538	0.000898006	0.00211861	0.000882252	0.00636668	0.00136198	0.00079835	0.00124905	0.00121942	0.00105679	0.00115929	0.000678271	0.000750722	0.0006831	0.000724375	0.00156613	0.000860048	0.00108199	0.00163339	0.0020875	0.000881772	0.00206079	0.00129581	0.00125104	0.000929812	0.00118703	0.0011692	0.000941672	0.00113413
Phenylacetate--CoA ligase (6.2.1.30)	0.000920537	0.00180341	0.00258522	0.00140137	0.00197776	0.00119595	0.00214071	0.00235345	0.00211204	0.00149558	0.00101696	0.00163494	0.00249834	0.00187444	0.00220497	0.00273646	0.00265358	0.00158017	0.00170646	0.000729787	0.00177051	0.000831126	0.00186021	0.00253612	0.00248244	0.00203921	0.00231049	0.00156675	0.00191752	0.0025238	0.00112515	0.00212371	0.00046193	0.000991255	0.00242792	0.000539524	0.00187428	0.000493246	0.00189982	0.000562543	0.00134685	0.000509747	0.000512664	0.000413751	0.000914156	0.00113433	0.000376123	0.000887815	0.000729066	0.00138824	0.00151902	0.00160191	0.00140283	0.00136964	0.000975601	0.00140599	0.000819095	0.00213851	0.00120079	0.00140529	0.00187605	0.00242098	0.000832848	0.00195781	0.00183213	0.0017145	0.00263282	0.000800118	0.00127522	0.00137942	0.00154543
Succinate--CoA ligase (ADP-forming) (6.2.1.5)	0.000783793	0.00124565	0.000441654	0.00178245	0.0012176	0.00237672	0.00137769	0.000880157	0.00153491	0.000794488	0.00210903	0.00160048	0.000375205	0.00101038	0.000873253	0.000603025	0.000660616	0.00141214	0.00132728	0.000446949	0.0010972	0.000285975	0.000346663	3.78428e-05	0.000598342	0.000471825	0.000458307	0.000967965	0.000923397	0.000615831	0.000317921	0.000715436	0.000590829	0.000528855	0.000624768	0.00193667	0.000966063	0.000444165	0.000346819	0.00144581	0.000960022	0.000702772	0.00147667	0.00108855	0.00170805	0.000649112	0.00189916	0.00183455	0.00028387	0.0001672	0.000904486	0.000903499	0.000188718	0.00114768	0.00192811	0.000414479	0.000296683	0.000243796	0.000341378	0.000214824	0.000748678	0.000433269	0.000630289	0.000376218	0.000621908	0.000364414	0.000877424	0.00047243	0.000834863	0.000223942	0.000537541
Aspartate--ammonia ligase (6.3.1.1)	0.001515	0.0015315	0.00146891	0.00123437	0.00128375	0.00129069	0.00139798	0.00138698	0.00137146	0.00146354	0.00126006	0.00136984	0.00146625	0.00143933	0.00151879	0.0014218	0.00137774	0.00130359	0.00132811	0.00156652	0.00167462	0.00134118	0.00128197	0.0020115	0.00132807	0.00139448	0.00152339	0.0015242	0.00134298	0.00149464	0.00124755	0.00140497	0.00162371	0.0013098	0.00142978	0.00112119	0.00151267	0.00150621	0.00143978	0.000910128	0.00127601	0.00169274	0.00127252	0.00134873	0.00130068	0.000984988	0.00107298	0.00129006	0.00142788	0.00148274	0.00123289	0.00142655	0.00182507	0.00111785	0.00101123	0.00179547	0.0013898	0.00155038	0.00140356	0.00151083	0.00131458	0.00139566	0.00154088	0.00154898	0.00148196	0.00129483	0.00144891	0.00144297	0.00133341	0.00162216	0.00100788
Glutamate--putrescine ligase (6.3.1.11)	2.31435e-05	6.49312e-05	0	0.000321982	1.76546e-05	3.23894e-05	0	0.000114216	0.000114085	0.000147194	0.00100517	0.000188258	2.83884e-06	0.000142002	3.9191e-05	7.44592e-05	0.000118494	5.12681e-05	2.41884e-06	0.000197138	0.000352728	1.40474e-05	2.84112e-05	1.44629e-05	0.000185854	6.37091e-05	0	0.000313745	1.53607e-06	2.45242e-05	4.05386e-05	9.43101e-05	0.000100083	0.000200308	3.62769e-06	0.000620941	0.000258777	0.00012286	2.03094e-05	0.000168861	0.000188193	0.000357212	0.000696811	0.000308473	0.0008536	1.51876e-05	0.00101482	0.000173598	4.87668e-05	1.6994e-06	6.43865e-06	4.30982e-06	8.18628e-06	6.96082e-05	1.38088e-06	2.00281e-05	1.60545e-05	6.36765e-06	4.30669e-06	7.47797e-07	8.94133e-05	0.000117345	0.000202724	6.36486e-05	1.09072e-05	2.96858e-06	1.92959e-05	2.16776e-06	0.000122689	1.04169e-06	0
Glutamine synthetase (6.3.1.2)	0.00142471	0.00196518	0.00256964	0.00171881	0.00199544	0.000800192	0.00198166	0.00191582	0.00204666	0.00193273	0.00173083	0.0016077	0.00207568	0.00196387	0.00228409	0.00217426	0.00173319	0.00157106	0.0014807	0.00205688	0.00149501	0.00287424	0.00164227	0.00116696	0.00157301	0.0016843	0.00222599	0.00138507	0.00172121	0.00151723	0.00199861	0.00206244	0.00163747	0.00178759	0.0018728	0.0021018	0.00101075	0.00232989	0.00200895	0.00216243	0.00237329	0.00224161	0.00117371	0.00208889	0.00173259	0.00233204	0.00265954	0.00176723	0.0027476	0.00212523	0.00208749	0.0018066	0.00285472	0.0019868	0.00141089	0.00198518	0.00209861	0.00246477	0.00179858	0.00201781	0.00220179	0.00197031	0.00263444	0.00184405	0.00223973	0.00183323	0.000867028	0.00134639	0.00220434	0.00243722	0.00232015
Lipoate--protein ligase (6.3.1.20)	8.03847e-05	0.00049215	0.000132213	0.000616356	0.000126942	0.000463524	0.000130816	0.000305501	0.00106769	0.000363132	0.000897407	0.00054916	6.97268e-05	0.00039344	0.000293395	0.00021551	0.00150403	0.000130336	0.000166207	0.00024173	0.000868294	5.07736e-05	0.000291561	4.12624e-05	0.000346477	0.000262985	0.000118804	0.000208938	0.000329338	0.000217098	0.00054958	0.000181914	0.000354653	0.000379647	0.000408746	0.000564154	0.000269137	0.000882743	7.87683e-05	0.00120278	0.000443677	0.000337604	0.000551608	0.000533998	0.00095543	0.000468796	0.00070761	0.000517733	0.000112531	0.000115831	0.000348945	0.000535604	2.43014e-05	0.00071403	0.0010922	0.000321637	0.000254204	8.63619e-05	0.00022689	0.000164338	0.000493775	0.000230324	0.00076176	9.45689e-05	0.000203871	4.35627e-05	0.0006533	0.000289058	0.000497977	0.000100158	0.000188173
NAD(+) synthase (6.3.1.5)	0.000444006	0.00018381	6.685e-05	0.000229993	7.61507e-05	0.000313911	0.000197645	0.000379651	0.000126744	0.000173141	0.000476611	0.000224849	7.71292e-05	0.000113601	8.81281e-05	7.70865e-06	0.000257407	0.00025715	0.000250057	0.000178025	0.000313655	0.000284116	0.000212842	3.04774e-05	0.00023113	0.00017449	0.000138682	0.000427972	0.000138713	0.000286335	8.96131e-05	0.000124586	0.000627106	0.000409382	0.000107669	0.000399804	0.000413636	0.000974107	4.04483e-05	0.000273171	0.000256444	0.000263393	0.000439831	0.00031559	0.000661625	6.66889e-05	0.000382171	0.000270334	0.000115252	0.000128179	7.09965e-05	5.66003e-05	7.5907e-05	9.87951e-05	6.53974e-05	0.000219012	0.000208293	1.61573e-05	0.000409032	0.000116976	7.77477e-05	0.000113041	0.000332709	0.000230752	0.000213914	5.56841e-05	7.29786e-05	0.000673293	0.000188417	7.33332e-05	5.04352e-05
Glutathionylspermidine synthase (6.3.1.8)	1.61384e-05	1.54373e-05	6.36056e-07	0.000133235	9.07879e-06	8.67054e-05	2.00282e-05	1.59758e-05	2.69213e-05	2.2822e-05	4.16244e-05	6.14071e-05	2.69425e-07	4.53164e-05	1.87189e-05	3.20429e-06	6.71853e-05	3.09323e-05	3.03436e-05	2.14153e-05	0.000139176	9.37963e-06	4.06885e-06	4.89466e-07	7.84921e-05	5.83208e-07	1.51223e-05	3.93904e-05	1.75344e-05	1.91234e-05	3.52416e-05	0.000102184	0.000141892	9.50003e-05	4.58553e-06	0.000188089	1.50232e-05	3.05122e-05	9.47085e-06	2.18314e-05	8.36136e-06	0.000143788	0.000209239	8.35839e-05	0.000120955	3.0567e-06	0.000152788	0.000113263	6.79344e-06	3.46541e-07	3.22495e-06	7.5089e-07	4.83653e-06	3.64928e-05	9.0375e-07	2.91089e-06	3.53525e-06	4.10251e-05	0	0	1.32275e-05	4.67684e-05	5.98524e-05	2.79135e-06	4.72976e-06	3.12818e-06	8.24534e-06	4.66213e-06	7.5446e-05	7.57304e-06	8.12526e-07
Pantoate--beta-alanine ligase (AMP-forming) (6.3.2.1)	0.00135919	0.00133297	0.00157304	0.00103951	0.0010022	0.00105704	0.00125536	0.00119195	0.00132233	0.000938291	0.000978683	0.00117765	0.00151126	0.00125811	0.00124925	0.00118318	0.00124691	0.00101947	0.000983248	0.000897376	0.00129715	0.000738505	0.00134439	0.00203858	0.00114833	0.00123662	0.00124558	0.00141535	0.00138515	0.00122708	0.0010152	0.00103671	0.00106164	0.00106437	0.00115237	0.000808617	0.00176301	0.000782982	0.00133262	0.00109651	0.00100799	0.000768291	0.000816714	0.000767684	0.00114486	0.000848643	0.000593758	0.000700896	0.000768097	0.00101136	0.00125264	0.00156473	0.00119513	0.00118062	0.00169162	0.00102662	0.000988465	0.0010586	0.00108027	0.00106031	0.0011168	0.00121259	0.000988654	0.00141999	0.0012036	0.00112601	0.0020593	0.00133962	0.00111491	0.00114331	0.00100529
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (6.3.2.10)	0.0021001	0.00132357	0.00182197	0.00169104	0.00148283	0.0011176	0.00174151	0.00181315	0.00155682	0.00182966	0.00151355	0.00141513	0.00199513	0.00179918	0.00173153	0.00171738	0.00161359	0.00155187	0.00147982	0.0016956	0.00168021	0.00181884	0.00206774	0.00257651	0.00155101	0.00179807	0.0019099	0.00181965	0.00163945	0.00177493	0.00178547	0.0017246	0.00163932	0.0019687	0.00170067	0.00141997	0.00203424	0.00198209	0.00186193	0.00163515	0.00182381	0.00182013	0.0012667	0.00165843	0.00148241	0.00172303	0.00146306	0.00144351	0.00204196	0.00193772	0.00183445	0.00195388	0.00214263	0.00169403	0.00182621	0.00171465	0.00218094	0.00207487	0.00202274	0.00171026	0.0017771	0.00160904	0.00174684	0.0019545	0.001725	0.00201837	0.00206465	0.0022982	0.00128424	0.00186836	0.00189086
Dihydrofolate synthase (6.3.2.12)	3.02958e-05	4.75925e-05	0	1.22155e-05	2.18583e-05	0.000138463	3.88911e-05	1.42432e-05	4.34303e-05	3.73224e-05	0.000121813	7.87822e-05	7.14399e-06	4.81447e-05	5.86955e-05	7.32733e-06	5.42535e-05	0.000137732	4.35758e-05	2.14646e-05	8.43693e-05	4.68329e-05	5.46495e-06	3.61965e-06	4.61245e-05	4.08376e-06	5.09295e-05	4.90785e-05	2.48912e-05	2.34317e-05	0.000162719	0.000125814	2.77328e-06	6.89004e-05	7.20799e-06	0.000113037	4.72337e-05	0.000303634	2.22948e-05	7.82099e-05	4.87143e-05	1.31456e-05	3.13729e-05	0.000197757	0.000304193	8.11597e-05	0.000162693	9.16854e-05	7.99736e-06	1.4746e-05	4.39604e-06	1.37677e-06	1.98554e-05	2.98054e-05	4.5216e-05	1.6595e-05	1.09573e-05	5.82615e-05	1.05209e-05	3.00531e-06	1.46492e-05	2.21158e-05	0.000158783	1.74474e-05	2.71688e-05	6.62494e-06	5.43857e-06	9.38297e-06	4.13737e-05	1.35627e-05	4.82513e-06
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (6.3.2.13)	0.00174844	0.00144012	0.00163394	0.00116003	0.00128177	0.00122328	0.00149592	0.00169782	0.00151056	0.00142783	0.00145156	0.00128697	0.00184804	0.00148704	0.0016204	0.00131636	0.00150648	0.00126202	0.00139969	0.00161981	0.00133031	0.0014109	0.00188442	0.00216252	0.00139279	0.00184947	0.00176511	0.00166031	0.00146374	0.00163478	0.00194885	0.00149137	0.00121382	0.00169646	0.00151087	0.00135818	0.00185671	0.0013628	0.00170306	0.00150594	0.00141315	0.000739442	0.000677606	0.00136363	0.00141155	0.00163312	0.00109903	0.00121362	0.00131101	0.00174088	0.00165323	0.00175298	0.0015682	0.00156877	0.00176692	0.00156595	0.00209067	0.00132039	0.00188506	0.00163295	0.00143487	0.00149235	0.00127101	0.00166278	0.00161616	0.00192027	0.00192845	0.00212375	0.00133545	0.0016496	0.00165222
Tetrahydrofolate synthase (6.3.2.17)	0.000470672	0.000589735	0.000769659	0.000360784	0.000470117	0.000808545	0.000337024	0.000166322	0.000393061	0.000421263	0.0007178	0.000341302	0.000538584	0.000529636	0.000565309	0.000290512	0.000366555	0.000603697	0.000420328	0.000551401	0.000546552	0.00106219	0.000217577	0.000152434	9.49265e-05	0.000482141	0.000628105	0.000244165	0.000373506	0.000244158	0.000470974	0.00048714	0.000354133	0.000610709	0.000274111	0.000740797	0.000286227	0.00057512	0.000482278	0.00109728	0.000799533	0.000251366	0.000129311	0.000847932	0.000937008	0.00066723	0.00056908	0.000503354	0.000375601	0.000425071	0.000514925	0.000529519	0.000627236	0.000279732	0.000557967	0.000248323	0.000568432	0.000524827	0.000443214	0.000225444	0.000222126	0.000468365	0.000572442	0.000314199	0.000287947	0.000220593	0.000140624	0.000299537	0.000451853	0.000469241	0.000512897
Glutamate--cysteine ligase (6.3.2.2)	0.000270109	0.000190774	1.26957e-05	0.000841289	0.000119326	0.000977954	0.000113865	9.25482e-05	0.000318383	0.000500876	0.000750197	0.000885455	2.60864e-05	0.00022923	0.00029005	0.000227368	0.000339098	0.000467416	0.0004306	0.000215706	0.000411717	9.32198e-05	0.000100448	2.38425e-05	0.000347473	8.32409e-05	3.99116e-05	0.000203225	0.000296684	0.000161282	0.000675731	0.00030426	0.000391519	0.000469275	1.56672e-05	0.000947052	0.000203538	0.0011835	9.4155e-05	0.000453198	0.000520384	0.00130828	0.00143148	0.000864425	0.00096702	0.000342684	0.000952751	0.000943305	0.000130236	0.000118077	0.000174334	2.14208e-05	4.25559e-05	0.000246773	2.37042e-05	0.000219613	0.000250363	0.000137328	9.80113e-05	9.40819e-05	0.000186514	0.000236189	0.000440889	6.85655e-05	0.000236297	0.000731803	6.41111e-05	0.000195208	0.000333702	6.79283e-05	7.5987e-05
Glutathione synthase (6.3.2.3)	0.000121234	0.000146518	7.89023e-07	0.000586264	8.78109e-05	0.00060144	9.1597e-05	0.000138498	0.000244445	0.000320546	0.000582272	0.000671236	4.02894e-06	0.00017447	0.000263885	0.00010428	0.000280388	0.000248259	0.000239824	0.000139863	0.000335146	1.87442e-05	6.15773e-05	1.39242e-05	0.000254915	7.52756e-05	3.10195e-05	0.000162193	0.000158979	0.000113391	0.000639798	0.000174899	0.000311881	0.000284375	1.35215e-05	0.000643799	0.00015025	0.000239383	6.77507e-05	0.000322041	0.000146682	0.000371552	0.00087462	0.000381298	0.000760398	0.000231112	0.000675216	0.00045468	2.02412e-05	3.03787e-05	8.3282e-05	6.10738e-06	1.78931e-05	0.000205117	2.37514e-05	0.000111131	2.63647e-05	6.72033e-05	9.22657e-06	5.38479e-05	9.12247e-05	0.00015557	0.000244848	6.01259e-05	0.000140911	0.000615155	2.83637e-05	3.05977e-05	0.000213257	1.73039e-05	8.03726e-06
D-alanine--D-alanine ligase (6.3.2.4)	0.0024189	0.00188584	0.00181492	0.00157065	0.00205627	0.00148657	0.00153714	0.00189559	0.00163471	0.00206792	0.0016147	0.00168821	0.0019741	0.00180633	0.00183015	0.00172217	0.00174732	0.00144929	0.00158766	0.00205671	0.00179888	0.0018272	0.0022234	0.00261325	0.00160133	0.00210179	0.00203726	0.00210677	0.00174398	0.00180091	0.00189697	0.00180034	0.00232126	0.00222925	0.00197474	0.00201506	0.00230633	0.00198607	0.00185838	0.00211198	0.00231856	0.00217342	0.00159285	0.00201163	0.00167997	0.00218358	0.00190607	0.00181044	0.00223542	0.00218315	0.00191753	0.00212066	0.00221404	0.00182659	0.00184539	0.00252322	0.00267018	0.00207589	0.00249467	0.00205907	0.00175947	0.00171901	0.00210168	0.00227144	0.0020636	0.00221474	0.00222608	0.00303279	0.00191714	0.00225376	0.00215671
diaminoheptanedioate ligase (6.3.2.45)	2.13511e-05	6.58017e-06	9.21899e-06	0.000151131	2.33837e-06	6.31387e-05	6.59151e-05	5.55065e-05	6.03518e-05	9.36582e-05	4.46583e-05	0.00018656	4.60986e-07	5.7155e-05	5.63837e-05	1.66921e-06	1.79161e-05	6.22048e-05	0.000101283	2.18207e-05	8.92497e-05	4.67936e-06	1.68319e-05	2.5008e-06	5.01303e-05	1.77637e-05	5.0757e-05	1.56507e-05	4.06427e-05	1.65555e-05	2.84655e-05	9.00875e-05	0.000141841	0.000109782	4.27681e-05	6.67626e-05	1.47163e-05	6.52549e-05	2.42502e-05	2.23823e-05	6.19757e-06	0.000151809	0.000229743	3.03481e-05	3.17316e-05	1.97615e-06	9.25952e-05	0.000112317	5.79927e-05	5.65218e-07	1.49454e-05	0	2.7413e-05	2.17744e-06	1.52685e-05	6.02907e-06	1.50914e-05	3.97303e-05	5.62083e-06	2.74788e-06	3.665e-05	5.49255e-05	6.7347e-05	3.68768e-05	8.77487e-06	3.56279e-05	1.95241e-05	5.29969e-06	5.67292e-05	5.32366e-05	1.07706e-05
Phosphopantothenate--cysteine ligase (CTP) (6.3.2.5)	0.00122539	0.00125341	0.00170327	0.000765058	0.00158412	0.000876444	0.00130575	0.00145491	0.001176	0.00153809	0.000942314	0.00111519	0.00172395	0.0014371	0.00154506	0.00168983	0.00121767	0.00121452	0.00136232	0.00143046	0.00130027	0.00163195	0.00167118	0.0019693	0.00121246	0.00154942	0.00164439	0.00113339	0.00146306	0.0013817	0.00153585	0.00164818	0.00112713	0.00141569	0.00141088	0.000940031	0.0013382	0.00154419	0.00146492	0.00135477	0.00160748	0.00154263	0.000505386	0.00129673	0.000958949	0.00151426	0.00116865	0.00115796	0.00184259	0.00180509	0.00167928	0.00182763	0.00191718	0.00149447	0.00158596	0.00180098	0.0016223	0.00154851	0.00175589	0.00160588	0.0014882	0.00137633	0.00164449	0.00145337	0.00172077	0.00172762	0.00156306	0.00129735	0.0015313	0.00206149	0.00161283
Phosphoribosylaminoimidazolesuccinocarboxamide synthase (6.3.2.6)	0.00191896	0.00163156	0.0018967	0.00114978	0.00143357	0.00122452	0.00158777	0.00177122	0.00146162	0.00203839	0.00115029	0.00120796	0.00189347	0.00161315	0.00169542	0.0014131	0.0013212	0.00125603	0.00131239	0.0020948	0.00149348	0.00170544	0.0021312	0.00221991	0.00120587	0.00199721	0.00199179	0.00165946	0.00167546	0.00159459	0.00154543	0.0016952	0.00169021	0.00185165	0.00157409	0.00120925	0.00192791	0.0017656	0.00167482	0.0016964	0.00196238	0.00150295	0.000716485	0.0016577	0.0014484	0.00171657	0.00179084	0.00129853	0.00214348	0.00223702	0.00176882	0.00201143	0.00203161	0.00170987	0.00165583	0.00233438	0.00222666	0.00189295	0.00218428	0.0020419	0.00165763	0.00147834	0.00188962	0.00189298	0.00184355	0.00192655	0.00203439	0.00231967	0.00176507	0.00210452	0.00201201
UDP-N-acetylmuramate--L-alanine ligase (6.3.2.8)	0.00255096	0.00168066	0.00191678	0.00141276	0.00158392	0.00139659	0.00169372	0.00184431	0.00166215	0.00204526	0.00170205	0.00153226	0.00199642	0.0018199	0.0018943	0.00156166	0.00162973	0.00155078	0.00158375	0.00219329	0.00172797	0.00196236	0.00216978	0.00244503	0.00155017	0.00210847	0.00198251	0.0022625	0.0016467	0.00175627	0.00188764	0.00184968	0.00213498	0.002274	0.00164391	0.0014126	0.0023342	0.00179231	0.00173282	0.0017884	0.0019779	0.0017391	0.00118996	0.001691	0.00167829	0.00171149	0.0017156	0.0015301	0.00234591	0.00210628	0.00192753	0.00211798	0.00221576	0.00168574	0.00186977	0.00234134	0.00232621	0.00199232	0.00229242	0.00208811	0.00179263	0.00171375	0.00207828	0.00227723	0.00189304	0.00223026	0.00219825	0.00281337	0.00184212	0.00227332	0.00205357
UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (6.3.2.9)	0.00234988	0.00170397	0.00183552	0.0012284	0.00143154	0.00113678	0.0016893	0.00181075	0.00157576	0.00190549	0.00136158	0.00135427	0.00194613	0.00170445	0.00169981	0.00164172	0.00170391	0.00139455	0.00139119	0.00202699	0.00168453	0.00172737	0.00192924	0.0024082	0.00151804	0.00195971	0.00188206	0.00212658	0.0015912	0.0017279	0.00177679	0.00185031	0.00204353	0.00189089	0.0017034	0.00111383	0.00213943	0.00170532	0.00179741	0.00148038	0.00176232	0.00147067	0.00113296	0.00151413	0.00138039	0.00161191	0.00136182	0.00125184	0.00200766	0.00199836	0.00190328	0.00204639	0.00213114	0.00174506	0.00223892	0.00211453	0.00220402	0.00181195	0.00198279	0.00198717	0.00167977	0.00160643	0.00183552	0.00208629	0.00174615	0.00208553	0.00220364	0.0028094	0.00162762	0.0020572	0.00195604
Phosphoribosylformylglycinamidine cyclo-ligase (6.3.3.1)	0.000610133	0.000477092	0.000417313	0.00043008	0.000449664	0.000649785	0.000447684	0.000662835	0.000287985	0.00120694	0.000820055	0.000601622	0.00055694	0.000747574	0.00067886	0.000281001	0.000403584	0.000625073	0.000521217	0.00147046	0.000744487	0.00141802	0.00123537	0.000336136	0.000287112	0.000901318	0.000813769	0.000556676	0.000781982	0.000470668	0.00132548	0.00081496	0.000957816	0.0013035	0.000528759	0.00179208	0.000671752	0.00167906	0.00067203	0.00169326	0.0014228	0.00161929	0.000813481	0.00182634	0.00124165	0.0012626	0.0017866	0.00116225	0.00192551	0.00145943	0.00108515	0.00115196	0.00095585	0.00115046	0.00130504	0.00162008	0.00202743	0.000852595	0.00170197	0.00114941	0.000756312	0.000432156	0.00148389	0.000765337	0.00102555	0.00123984	0.000658783	0.00151129	0.00117037	0.00132182	0.00140628
5-formyltetrahydrofolate cyclo-ligase (6.3.3.2)	0.00195009	0.0012026	0.00200708	0.00119158	0.00185406	0.000722882	0.0017919	0.00183305	0.00166728	0.00177428	0.000888479	0.00120575	0.00211781	0.00156966	0.00177654	0.00175936	0.00175943	0.00142681	0.00155491	0.0017911	0.00152374	0.00181472	0.00203961	0.00218843	0.00159397	0.00192802	0.00191155	0.00184135	0.00167342	0.00176528	0.0016094	0.00193868	0.00166493	0.00186968	0.00176336	0.00106408	0.00183775	0.00182528	0.00175807	0.00152943	0.00190486	0.00156905	0.000874015	0.00150916	0.00120279	0.00177561	0.0012736	0.0011791	0.00202123	0.00198428	0.00201363	0.00199919	0.00202036	0.00154332	0.00200856	0.00203021	0.00216545	0.00205307	0.00177251	0.00203537	0.00164077	0.0017239	0.00184567	0.00184176	0.00181685	0.00195069	0.00218405	0.00212749	0.00150361	0.00205622	0.00183098
Dethiobiotin synthase (6.3.3.3)	0.000582665	0.00143663	0.0012424	0.00125801	0.00095002	0.00103141	0.0015612	0.00162886	0.00141299	0.000879019	0.00112798	0.00143449	0.00129341	0.00123561	0.00117907	0.00131768	0.00148832	0.0010856	0.00121709	0.000604149	0.00124833	0.000549426	0.000794047	0.00213969	0.00127435	0.000999211	0.00121696	0.000939714	0.00107404	0.00153418	0.0006465	0.00103819	0.000651247	0.00083722	0.00124982	0.000717764	0.00119093	0.000389586	0.000836428	0.000897187	0.000633559	0.00046179	0.000747319	0.000557	0.000809288	0.000810299	0.00073491	0.000870463	0.000434989	0.000686304	0.000980823	0.00118023	0.0012696	0.000998419	0.00152747	0.000603463	0.000337816	0.000990961	0.000516429	0.000603087	0.000996908	0.00125896	0.000747432	0.000998336	0.000855405	0.000843956	0.00162568	0.000397747	0.000857898	0.000852751	0.00065983
Phosphoribosylamine--glycine ligase (6.3.4.13)	0.00218836	0.00186082	0.00167143	0.00161834	0.00177873	0.00157988	0.00199774	0.00191053	0.00199001	0.00228582	0.00183456	0.00180038	0.00195191	0.00199917	0.0019198	0.0018755	0.00184942	0.00177336	0.00172731	0.00208567	0.0019348	0.00189553	0.00218901	0.00270201	0.0016297	0.00213258	0.00212061	0.00205159	0.00182635	0.00197918	0.00194902	0.00199722	0.00199469	0.00196787	0.00179199	0.0014601	0.00221591	0.00204933	0.00195386	0.00170597	0.0020378	0.00192051	0.00109136	0.00171542	0.00165099	0.00189337	0.00188259	0.00163814	0.00227441	0.00216127	0.00205051	0.00203673	0.002201	0.0018066	0.0017371	0.00230433	0.00228197	0.00187986	0.00220538	0.00215957	0.00181421	0.00175868	0.0020001	0.00212391	0.00201642	0.00215268	0.00222298	0.00238179	0.00188156	0.00230541	0.00197156
