	A007	A008	A011	A016	A020	A024	A025	A033	A035	A036	A040	A042	A045	A052	A056	A060	A063	A002	A004	A006	A012	A014	A015	A018	A022	A026	A028	A030	A031	A032	A041	A044	A047	A050	A051	A057	A061	A062
PWY-6151: S-adenosyl-L-methionine salvage I	0.00691132	0.00784759	0.00822243	0.00641624	0.00500245	0.00966557	0.010097	0.0115529	0.00807241	0.00770414	0.00551843	0.00658819	0.0130901	0.0116568	0.00168015	0.0061119	0.0104443	0.0178955	0.0108554	0.0171714	0.0112105	0.00968687	0.0176899	0.00736655	0.00858761	0.00813356	0.0112047	0.0036693	0.00979726	0.0116057	0.00512926	0.00814408	0.011546	0.00908583	0.0107318	0.00875765	0.00591824	0.0118461
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.0071519	0.0088291	0.00879534	0.00792984	0.00768304	0.0105481	0.0103471	0.0111385	0.011529	0.00892172	0.00539067	0.0109073	0.0109199	0.0116269	0.00976375	0.00858974	0.0115572	0.0116441	0.0105823	0.0136022	0.0112811	0.0114465	0.014627	0.0108404	0.0108226	0.00987835	0.0137192	0.00741934	0.0108088	0.011427	0.0115674	0.00915136	0.010967	0.0101738	0.0123064	0.0109138	0.00689668	0.0117788
PWY-6168: flavin biosynthesis III (fungi)	0.00403348	0.0040488	0.0042076	0.00483284	0.00416639	0.00440054	0.00314862	0.00249317	0.0	0.00129978	0.00302701	0.00648346	0.00257174	0.00476043	0.00105929	0.00268544	0.00351668	0.0	0.00121993	0.0	0.0	0.00331386	0.0	0.00514877	0.0	0.00218002	0.00491977	0.0053468	0.00593666	0.00316647	0.00629039	0.0049067	0.00270481	0.0056743	0.0	0.00492784	0.00272464	0.0
PWY-621: sucrose degradation III (sucrose invertase)	0.00278926	0.00215283	0.00212282	0.00368395	0.00349184	0.00447964	0.00269243	0.00319989	0.00187764	0.00317281	0.00298398	0.00472302	0.00119968	0.00253188	0.00157307	0.0020886	0.00142854	0.000712495	0.00183988	0.0011977	0.00433321	0.00381369	0.00118201	0.00459839	0.00361542	0.00296252	0.000723843	0.00184917	0.00262267	0.00070588	0.00640073	0.00318019	0.00338122	0.00270888	0.00202176	0.00312797	0.00246709	0.00244161
PWY-622: starch biosynthesis	0.0	0.00326446	0.0	0.000398359	0.0	0.0	0.000892205	0.0	0.00134226	0.00161703	0.000386868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000814544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00298244	0.0
PWY-6270: isoprene biosynthesis I	0.00508081	0.00708403	0.00544782	0.00646983	0.00624291	0.00740657	0.00521581	0.00498005	0.0034664	0.00460828	0.00405528	0.00815463	0.00442924	0.00183323	0.00577356	0.00612709	0.00120693	0.000840071	0.00277121	0.00238308	0.00602389	0.00688733	0.0	0.0065137	0.00675976	0.00543482	0.00676199	0.00447863	0.00500594	0.00413553	0.00953152	0.00658296	0.00532837	0.0074451	0.00306627	0.005969	0.00498514	0.00483213
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.00797474	0.00916991	0.00834265	0.00703514	0.00735901	0.0110928	0.00907194	0.0112662	0.010208	0.00822407	0.00651423	0.00941423	0.0139306	0.0153028	0.00862478	0.00748865	0.0125722	0.0164428	0.0160944	0.0137534	0.0116437	0.0108491	0.0198903	0.00996054	0.0100645	0.00908731	0.0102289	0.00745215	0.0108618	0.0148932	0.00966011	0.0093397	0.0106866	0.0105645	0.011268	0.0101583	0.00695724	0.00842475
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.00373938	0.00175701	0.00520993	0.00315983	0.0047637	0.00163316	0.00183066	0.00193948	0.00231517	0.00313156	0.00479569	0.00311161	0.000507169	0.00133902	0.00253468	0.00428805	0.00214465	0.0	0.00123054	0.00147891	0.00378056	0.00352827	0.0	0.00532879	0.000690172	0.00340095	0.00181268	0.00422227	0.00254637	0.0	0.00214557	0.00379768	0.00172982	0.00296255	0.00124624	0.00104224	0.00339557	0.000616657
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.00178211	0.00105689	0.00160186	0.00124289	0.00171048	0.0	0.00075306	0.0	0.0	0.000163065	0.00243877	0.0	0.000558378	0.0	0.00147528	0.0011601	0.0	0.0	0.0	0.0	0.0	0.000563236	0.0	0.0	0.0	0.000917406	0.0	0.00165353	0.0	0.0	0.0	0.00173822	0.0	0.0	0.0	0.0	0.00220855	0.0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.00256336	0.00147493	0.0023509	0.00192439	0.00214284	0.0	0.000878113	0.0	0.0	0.000312358	0.00326288	0.0	0.000587046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025127	0.0	0.0	0.0	0.00143182	0.0	0.0	0.0	0.0	0.00267351	0.0
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	0.000108959	0.00169796	0.0	0.000909915	0.0	0.0	0.00183074	0.000827411	0.0	0.000410096	0.000333246	0.00186655	0.000138702	0.000172518	0.0	0.0	0.0	0.000529821	0.000175115	0.000240251	0.000286886	0.000855686	0.000753265	0.00067662	0.000314996	0.000922356	0.0	0.000173191	0.00115351	0.000240389	0.0	0.000480396	0.000418918	0.0	0.00169307	0.000992973	0.000941036	0.000373311
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	0.000221414	0.00021124	0.0	0.00010856	0.0	0.0	0.000209687	0.0	0.0	0.000358583	0.000853792	0.0	7.92044e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020062	0.0	0.000309083	0.0	0.0	0.0	0.00036494	0.000176204	0.0	0.0	0.0	0.000741449	0.0
PWY-6305: superpathway of putrescine biosynthesis	0.00309348	0.00097288	0.00360791	0.00138608	0.00244522	0.0	0.00283946	0.00118629	0.00148059	0.00155448	0.00216794	0.00120211	0.000714262	0.000211461	0.000984525	0.00162896	0.00133002	0.000403174	0.00120736	0.00051826	0.000457009	0.00126931	0.000191171	0.00301266	0.00543334	0.00168273	0.0	0.00257517	0.00150697	0.00117317	0.000222931	0.00159113	0.000432616	0.000424137	0.00121373	0.000915043	0.00308108	0.000770738
PWY-6317: D-galactose degradation I (Leloir pathway)	0.00316629	0.00681369	0.00168876	0.00463961	0.00189158	0.00260815	0.00655486	0.00287631	0.00403552	0.00763476	0.0044633	0.00162153	0.00614046	0.0089182	0.00218132	0.001846	0.00672468	0.00526441	0.00506673	0.00758867	0.00112951	0.00390037	0.00423358	0.00472356	0.00385484	0.00453011	0.0012282	0.00184916	0.00448209	0.00869525	0.000329356	0.00374112	0.00322235	0.00102452	0.00605237	0.00446339	0.00557534	0.00701919
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	2.84955e-05	0.0	0.0	5.93507e-05	0.000106129	0.0	0.0	0.0	0.0	0.000113057	0.0	0.0	0.0	0.0	6.73902e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000170898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141558	0.0
PWY-6328: L-lysine degradation X	0.000243981	2.33686e-05	0.000264777	0.0	7.15129e-05	0.0	0.0	0.0	0.0	2.90472e-05	0.000436637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03031e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000347388	0.0
PWY-6353: purine nucleotides degradation II (aerobic)	0.00336061	0.00281578	0.00236981	0.00103073	0.00340496	0.0	0.00144679	0.0	0.00154269	0.00358541	0.00417758	0.000347535	0.000751806	0.0	0.00241896	0.00195936	0.000594249	0.0	0.000267085	0.0	0.000480354	0.000729874	0.0	0.000891447	0.000713442	0.00162862	0.000420835	0.00422492	0.00161668	0.0	0.0	0.00292982	0.000264978	0.0	0.000620175	0.0	0.00377587	0.00117846
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.00783549	0.00915983	0.00865036	0.00767339	0.00772982	0.0113246	0.0094858	0.012164	0.0116065	0.0077998	0.00674897	0.0101177	0.0157197	0.0179273	0.00985927	0.00854468	0.0126772	0.018096	0.0183	0.0142213	0.0118505	0.010806	0.0222695	0.00992269	0.0106863	0.0100226	0.0147214	0.00798188	0.0109201	0.0165354	0.0110738	0.0100459	0.0111026	0.0108696	0.0126669	0.0114572	0.00711074	0.0106776
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.0074048	0.00949194	0.00856708	0.00757249	0.00725421	0.0107993	0.0096487	0.0111957	0.0121687	0.00745594	0.00679276	0.00958241	0.0171541	0.0187893	0.00922209	0.00795849	0.0130619	0.018906	0.0191812	0.0141089	0.0113088	0.010906	0.0240812	0.00998973	0.0107347	0.0102298	0.0150187	0.00766976	0.0110692	0.0171595	0.010855	0.0102476	0.0106874	0.010422	0.013086	0.0114045	0.0070928	0.011259
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.00759654	0.00935755	0.00862799	0.00748627	0.00754533	0.0109656	0.00968956	0.012027	0.0120121	0.00840633	0.0066138	0.0100928	0.0170191	0.0187658	0.00952906	0.00824512	0.0130036	0.0189562	0.0190392	0.0148104	0.0117528	0.0111557	0.0239756	0.010226	0.0110981	0.0101126	0.0145672	0.00785272	0.011026	0.0170883	0.0108854	0.0101675	0.0108908	0.0106426	0.0129119	0.0115287	0.00695106	0.0109985
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.0	0.00171926	0.0	0.0	0.0	0.0	0.000673188	0.00191646	0.000463242	0.00170545	0.00043328	0.00169863	0.00137298	0.0	0.0	0.0	0.0	0.0	0.000562078	0.000566214	0.0	0.0	0.0	0.0	0.0	0.000471978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222509	0.00121539	0.000395375	0.000847829
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0.000140645	8.97731e-05	0.0	0.000948651	0.0	0.00082199	0.0	0.0	0.0	0.0	0.0	0.000112119	0.0	0.0	0.0	0.00138993	0.0	0.0	0.0	0.0	0.0	0.00017167	0.0	0.000397208	0.0	0.0	0.0	0.00030163	0.0	0.0	0.000474358	0.0	0.0	0.00038497	0.0	0.000278668	0.0	0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.00124135	0.000744572	0.000937444	0.0010984	0.000406896	0.000141673	0.000993864	0.000976622	0.000430209	0.00174449	0.000932145	0.00159824	0.000262968	0.000386304	0.000280639	0.00107	0.000767629	0.000365463	0.000377611	4.98834e-05	0.000562407	0.00113241	0.000274366	0.000586826	0.000984701	0.000283105	0.000469113	0.00144405	0.000807652	0.000428098	0.000279574	0.00127864	0.000184608	0.00055543	0.000553565	0.00113029	0.000683672	0.000426039
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.00401132	0.00180634	0.0054563	0.00335569	0.00507432	0.00192596	0.00219904	0.00274105	0.00260795	0.00262055	0.0030348	0.00354882	0.000557718	0.0014983	0.00289401	0.00460085	0.00237315	0.0	0.00118216	0.00153187	0.00428681	0.00394357	0.0	0.00554394	0.000824947	0.00358444	0.00220186	0.00432342	0.0028825	0.0	0.00252674	0.00398866	0.0020334	0.00334993	0.00138245	0.00163855	0.0029594	0.000732297
PWY-6527: stachyose degradation	0.00267632	0.00499432	0.00136014	0.00407876	0.00225372	0.000305975	0.00467251	0.00165904	0.00348503	0.00795861	0.00521969	0.000992019	0.00277319	0.0014867	0.00186286	0.00125648	0.00457045	0.00393951	0.00315418	0.0152714	0.000948968	0.00249028	0.0017362	0.00348498	0.00322625	0.00418832	0.0	0.00185372	0.00362768	0.00271268	0.000187479	0.0032713	0.00227628	0.000961076	0.00604699	0.00285468	0.00479916	0.00604673
PWY-6531: mannitol cycle	0.00151742	0.000339712	0.00117422	0.000853767	0.00236884	0.0	0.000307502	0.0	0.00018555	0.00042912	0.00141735	0.0	0.000147774	0.0	0.000637235	0.000732427	0.000231102	0.0	0.0	0.0	0.0	0.0	0.0	0.000313685	0.000419673	0.000529893	0.0	0.00130458	0.000293283	0.0	0.000119177	0.000613048	0.000254363	0.000130592	0.000281427	0.000230053	0.00218729	0.0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.000857016	0.000614859	0.000278557	0.00146464	0.00131452	0.00107665	0.0	0.000531068	0.0	0.00196588	0.00185001	0.000696964	0.0	0.0	0.0011821	0.000483335	0.0	0.0	0.0	0.0	0.000473037	0.000449634	0.000239059	0.000293146	0.000413282	0.000657346	0.000627325	0.00165543	0.000420202	0.0	0.000296657	0.000733544	0.000668012	0.0	0.0	0.0	0.0014917	0.0
PWY-6549: L-glutamine biosynthesis III	0.000634992	0.00175529	0.000241537	0.00054008	0.0	0.0	0.000754691	0.0	0.000193559	0.00217934	0.00253896	0.0	0.000522909	0.0	0.000706342	0.000705938	0.0	0.0	0.000584155	0.000711521	0.0	0.000244522	0.0	0.0	0.000290876	0.00066146	0.0	0.00173053	0.00019031	0.0	0.0	0.00105319	0.000261934	0.0	0.00053194	0.0	0.00113114	0.0
PWY-6572: chondroitin sulfate degradation I (bacterial)	0.000328737	0.000187145	0.0	0.00123811	0.0	0.00179615	0.0	0.000660299	0.0	0.000317524	0.0	0.00246936	0.0	0.000256107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000692741	0.0	0.00114447	0.0	0.0	0.000685609	0.0	0.0	0.000214567	0.00117	0.000302431	0.000946958	0.00102902	0.0	0.000793375	0.0	0.0
PWY-6588: pyruvate fermentation to acetone	0.000432318	0.000246742	7.50702e-05	0.000111136	6.39809e-05	0.0	0.0	0.0	7.42975e-05	0.00100831	0.00040761	0.0	0.0	0.0	0.000488515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000293093	0.0	0.0	0.0	0.000175697	0.0	0.0	0.0	0.0	0.000403552	0.0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0.000171474	0.00092795	0.000195577	0.0	0.0	0.0	0.0	0.0	0.0	0.00148336	0.000440075	0.0	0.000216285	0.0	0.00118201	0.0	0.000446779	0.000425083	0.0	0.000350074	0.0	0.000334333	0.0	0.000217389	0.000197419	0.000394434	0.0	0.000850116	0.000506147	0.0	0.0	0.0	0.0	0.000143461	0.000418533	0.0	0.000607349	0.0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0.0	0.000113687	0.0	0.000246978	0.0	0.0	0.0	0.0	0.0	0.000473272	0.0	0.000119858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144525	0.00013511	0.0	0.000309539	0.000158177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000515956	0.000286802
PWY-6606: guanosine nucleotides degradation II	0.00182285	0.00164609	0.00105679	0.000513165	0.00192095	0.0	0.000771035	0.0	0.000802949	0.0023251	0.00236315	0.000185779	0.000245981	0.0	0.00117105	0.000992476	0.00031403	0.0	0.000136103	0.0	0.00026104	0.000359655	0.0	0.000469598	0.000341397	0.000875301	0.00022698	0.00272675	0.000868045	0.0	0.0	0.00160757	0.000136694	0.0	0.00027579	0.000341447	0.00238617	0.000604557
PWY-6607: guanosine nucleotides degradation I	0.0	0.000114568	0.0	0.000239147	0.0	0.0	0.0	0.0	0.0	0.000470046	0.0	0.000113893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000153989	0.000136684	0.0	0.00031208	0.000158959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000534874	0.000301954
PWY-6608: guanosine nucleotides degradation III	0.00373777	0.00256381	0.00602838	0.00189946	0.00379875	0.000967964	0.00140596	0.000945447	0.00118539	0.00457886	0.00756372	0.000866666	0.000663213	0.000486116	0.00307129	0.00180624	0.000959308	0.000309098	0.000300761	0.000346963	0.00182301	0.000564711	0.0	0.00105859	0.000603572	0.00138275	0.00131529	0.00363216	0.00171699	0.000752811	0.0021829	0.00249989	0.000348743	0.000522247	0.000701361	0.000479375	0.00461706	0.000883332
PWY-6609: adenine and adenosine salvage III	0.00841709	0.00827195	0.00904392	0.00844175	0.00730301	0.0104416	0.0118749	0.0127782	0.011591	0.0104135	0.00637196	0.0117051	0.0142767	0.0153524	0.00992913	0.00910158	0.0133914	0.0146028	0.0150201	0.0207801	0.011964	0.0113632	0.017838	0.011344	0.0118304	0.00995362	0.0120896	0.00828288	0.0128206	0.0129833	0.0112203	0.00965184	0.0117732	0.0115162	0.0152342	0.0124672	0.00608153	0.0107199
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.000611226	0.000811659	0.000410957	0.000309454	0.00120159	0.0	0.0	0.0	0.0	0.00147139	0.00217368	0.0	0.000404866	0.0	0.000226302	0.000138546	0.0	0.0	0.00069435	0.000452555	0.0	0.00037501	0.0	0.0	0.0	0.000211236	0.0	0.000733904	0.000260693	0.0	0.0	0.000848693	0.0	0.0	0.0	0.0	0.000988002	0.0
PWY-6628: superpathway of L-phenylalanine biosynthesis	0.0012435	0.00436802	0.00165465	0.00283564	0.00223052	0.000538479	0.00198264	0.000613424	0.0038671	0.00342625	0.00377874	0.000598086	0.00155888	0.000961845	0.000583543	0.00101744	0.0	0.000289812	0.00141537	0.00194888	0.00180457	0.00117453	0.0	0.00192705	0.00139928	0.00180889	0.00177063	0.00307816	0.00148706	0.0	0.000601663	0.00101773	0.0	0.00125441	0.00278137	0.00153252	0.00346593	0.0030359
PWY-6630: superpathway of L-tyrosine biosynthesis	0.000684122	0.00256449	0.000623692	0.00182789	0.00121676	0.0	0.000678548	0.000351743	0.00236006	0.00325658	0.00226783	0.000421604	0.000653503	0.0	0.000587941	0.000851094	0.0	0.0	0.000670013	0.0	0.000638046	0.000883684	0.0	0.000632311	0.000988972	0.000634714	0.0	0.00180779	0.000833128	0.0	0.00050501	0.000670529	0.0	0.00106202	0.00198131	0.00130685	0.00160567	0.000866465
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0.000653955	0.000216633	0.000789382	9.0624e-05	0.000571989	0.0	0.0	0.0	0.0	0.000345952	0.00117459	0.0	0.0	0.0	0.000462521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.48246e-05	0.0	0.000378383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189633	0.0
PWY-6700: queuosine biosynthesis I (de novo)	0.00795308	0.00893782	0.0089858	0.00714959	0.00767381	0.011176	0.00953819	0.0121922	0.0114583	0.00616844	0.00571434	0.0101731	0.0147865	0.0160191	0.00944963	0.0083626	0.0123864	0.0145737	0.0146633	0.0182876	0.0124718	0.0110524	0.016128	0.0092688	0.0112004	0.00988121	0.0169957	0.00800307	0.0107197	0.0140042	0.0112924	0.00918462	0.0116894	0.0111737	0.0133834	0.0100311	0.00532839	0.010685
PWY-6703: preQ0 biosynthesis	0.0067677	0.00533905	0.00758598	0.00634657	0.00658753	0.0105825	0.00605754	0.0179192	0.00772253	0.00310443	0.00293042	0.00868816	0.0124507	0.0072829	0.00766804	0.00805784	0.00801434	0.00496033	0.00407463	0.0115215	0.0115996	0.0106599	0.00592109	0.00811151	0.00933634	0.00630846	0.0145154	0.00684428	0.00858942	0.00553121	0.0107415	0.00833065	0.00917843	0.00935318	0.00653719	0.0078522	0.00269583	0.00683312
PWY-6731: starch degradation III	0.00411064	0.00234947	0.00182729	0.00500631	0.000755105	0.00401265	0.00466107	0.00387902	0.00155498	0.00106956	0.000203131	0.00389243	0.00078588	0.00172351	0.000936439	0.00437511	0.00439933	0.00127639	0.00062735	0.00121634	0.00218556	0.00274316	0.000222025	0.00215641	0.00161477	0.00319308	0.00199171	0.00186569	0.00347178	0.00222157	0.00417701	0.00195617	0.00434369	0.00311016	0.00198638	0.00360816	0.00407967	0.000675595
PWY-6749: CMP-legionaminate biosynthesis I	0.000374151	0.000460233	0.0	0.00226278	0.000321089	0.0	0.0	0.0	0.0	0.0	0.0	0.00224488	0.0	0.0	0.0	0.000554638	0.0	0.0	0.0	0.0	0.000206774	0.000463941	0.0	0.00156793	0.0	0.0	0.000619442	0.000654378	0.0	0.0	0.00132497	0.0	0.000682769	0.0	0.0	0.0	0.0	0.0
PWY-6803: phosphatidylcholine acyl editing	0.00280946	0.000232287	0.00278071	0.00136699	0.0023991	0.0	0.000193757	0.0	0.0	0.00111154	0.00257582	0.0	0.000340279	0.0	0.00148582	0.00091058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077285	0.0	0.00238198	0.0	0.0	0.0	0.000878421	0.0	0.0	0.000237249	0.0	0.00254164	0.0
PWY-6807: xyloglucan degradation II (exoglucanase)	0.00175247	0.0	0.0	0.00265781	0.00233634	0.00334487	0.0	0.0	0.0	0.0	0.0	0.00200667	0.0	0.0	0.0	0.00663867	0.000913992	0.0	0.0	0.0	0.00297601	0.000112086	0.0	0.0	0.000630808	0.000685438	0.0	0.0	0.00035271	0.000620287	0.0104471	0.000344102	0.0	0.0	0.000635492	0.00076269	0.0	0.0
PWY-6823: molybdopterin biosynthesis	0.000789319	0.00251629	0.000739214	0.00128652	0.000715268	0.000404916	0.00283377	0.000868045	0.00168892	0.00431598	0.00182285	0.000486147	0.000462575	0.000296468	0.000580291	0.000449583	0.00108271	0.000671824	0.00077286	0.000379599	0.000758924	0.00137836	0.000741644	0.00135372	0.000522702	0.00226833	0.000180277	0.000844824	0.00166964	0.000660094	0.000331995	0.00138895	0.000433421	0.000299168	0.00276829	0.00128309	0.00186274	0.00241573
PWY-6859: all-trans-farnesol biosynthesis	0.00193034	0.000669383	0.00278016	0.00170744	0.00416059	0.00244568	0.00180911	0.00151993	0.000997	0.00136229	0.000963162	0.003332	0.000566097	0.000472282	6.23628e-05	0.00260129	0.000305788	0.000166768	0.00037207	0.000511636	0.0022967	0.00303179	0.0	0.00281211	0.00284924	0.00183877	0.00214412	0.00104784	0.00165341	0.000932105	0.0034347	0.00305403	0.00177377	0.00326872	0.000757829	0.00168962	0.000761943	0.00166814
PWY-6876: isopropanol biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000925456	0.00027248	0.0	0.0	0.0	0.000413021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000213742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0.00448253	0.0023824	0.00238864	0.00132227	0.00363918	0.0	0.00331266	0.000976466	0.00109842	0.00208238	0.00351915	0.00236491	0.000803899	0.000751557	0.00304006	0.00289395	0.0	0.00100528	0.0	0.0	0.0	0.0	0.0	0.000523435	0.0013019	0.00197505	0.0	0.00329672	0.00229169	0.0	0.0	0.00245843	0.000993146	0.0	0.00142263	0.0	0.00324147	0.00358921
PWY-6897: thiamine diphosphate salvage II	0.00484041	0.00495084	0.00307361	0.0047172	0.00460818	0.00724634	0.00576088	0.0060152	0.00514438	0.00233208	0.00363527	0.00516426	0.0103909	0.00658705	0.00742664	0.0056754	0.00932194	0.0178784	0.0175014	0.00411383	0.00705348	0.00472423	0.00542263	0.00554585	0.00541962	0.0054713	0.00423207	0.00267777	0.00582897	0.0137637	0.00819822	0.0058066	0.00747039	0.00626031	0.00604478	0.00601952	0.003486	0.00630157
PWY-6901: superpathway of glucose and xylose degradation	0.00412514	0.00393402	0.00461159	0.00462582	0.00462552	0.00243092	0.00487617	0.00328196	0.00450626	0.00391848	0.00432677	0.00473484	0.00210499	0.00191912	0.00566726	0.00454914	0.0038516	0.000698625	0.00154161	0.00221622	0.00264299	0.0047205	0.0	0.00504935	0.00399335	0.00497082	0.00231219	0.00393095	0.00503844	0.00219394	0.00482477	0.00431757	0.00424921	0.00347095	0.00347134	0.00508549	0.00482172	0.00482202
PWY-6902: chitin degradation II (Vibrio)	0.00351239	0.00123384	0.00461606	0.00474291	0.00222011	0.0074491	0.0030025	0.00500524	0.000989355	0.000465762	0.000269081	0.00608598	0.000301637	0.00241302	0.0	0.00232612	0.00214027	0.000150517	0.000203362	0.00141963	0.00702147	0.0040902	0.000241702	0.00561437	0.000157003	0.00347772	0.00181026	0.00126212	0.00427254	0.000429658	0.0035236	0.00329326	0.0061396	0.00597437	0.00120131	0.00446408	0.00228856	0.00105861
PWY-6906: chitin derivatives degradation	0.00291523	0.000559283	0.0	0.00212301	0.0	0.000981108	0.00225339	0.00447818	0.00057441	0.0	0.0	0.0010682	0.0	0.0	0.0	0.00326618	0.00152411	0.000467434	0.0	0.000650867	0.00567708	0.000622456	0.0	0.0	0.0	0.00123717	0.00176611	0.000335878	0.00279845	0.000588188	0.00194108	0.0	0.0	0.00317693	0.000660456	0.00446781	0.00106384	0.0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0.000105312	7.0313e-05	0.000159798	0.000670408	0.000210438	0.0	0.0	0.0	0.0002971	0.00033386	0.000245919	0.0	0.0	0.0	0.000126077	0.000155822	0.0	0.0	0.000360688	0.0	0.0	0.0	0.0	0.0	0.0	5.84814e-05	0.0	0.000834104	0.0	0.0	0.0	0.000110663	0.0	0.0	0.0	0.0	0.000262715	0.0
PWY-6936: seleno-amino acid biosynthesis (plants)	0.00347889	0.00697374	0.00339322	0.00443071	0.00313632	0.0	0.0036515	0.00194568	0.00511909	0.00444468	0.00493727	0.00150807	0.00232834	0.0	0.00203981	0.0034909	0.0007193	0.000944407	0.00288969	0.00216251	0.00059202	0.00129473	0.00457769	0.00147955	0.000857251	0.00241965	0.0	0.00382354	0.00174734	0.000330276	0.00131032	0.00259673	0.00118058	0.00197979	0.00291071	0.00143083	0.00571798	0.00635308
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0.00122089	0.000232653	0.00124245	0.000663498	0.00136287	0.0	0.0	0.0	0.0	0.000709825	0.00186983	0.0	0.000230485	0.0	0.000465353	0.000573317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000950564	0.0	0.0	0.0	0.000568596	0.0	0.0	0.0	0.0	0.00151177	0.0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0.00214926	0.00153872	0.00153839	0.000719687	0.00233938	0.0	0.00174349	0.00175365	0.000233126	0.00175655	0.00304148	0.000505219	0.000893192	0.000320828	0.00104592	0.00122933	0.000567912	0.00063149	0.000253564	0.000669403	0.0	0.000548333	0.0	0.000261621	0.000447412	0.001139	0.0	0.00301569	0.000820163	0.000231297	0.0	0.000967685	0.000531941	0.000747461	0.00184516	0.00100117	0.00289003	0.0
PWY-6992: 1,5-anhydrofructose degradation	4.57961e-05	0.000268989	0.0	0.0	7.70825e-05	0.0	0.0	0.0	0.0	4.09084e-05	0.000288976	0.00158168	0.0	0.0	0.0	0.000387799	0.0	0.0	0.0	0.0	0.000313683	0.0	0.0	0.000871326	0.0	0.0	0.0	0.00023379	0.0	0.0	0.00100736	0.00060168	0.0	0.00135983	0.0	0.000629567	0.0	0.0
PWY-7013: (S)-propane-1,2-diol degradation	8.52225e-05	0.00127001	0.0	0.000645188	0.00113658	0.0	0.000222015	0.0	0.000118795	0.0032545	0.0	0.0	0.000175399	0.0	0.000275979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019448	0.0	0.000121189	0.0	0.0	0.0	0.000584147	0.0	0.0	0.0	0.0	0.000298591	0.000287186
